entity_id,entity_name,cohort,has_wikipedia,title_matched,qid,sitelinks,pageviews_30d,method,notes
imo_yau_wing_li,Yau Wing Li,imo_gold,0,List of Chinese Americans,Q1404347,0,0,search,unconfirmed:name_mismatch:ov=0.33:hits=1:title='List of Chinese Americans'
imo_zhaorong_jin,Zhaorong Jin,imo_gold,0,,,0,0,search,no_candidate
imo_teodor_jerzak,Teodor Jerzak,imo_gold,0,,,0,0,search,no_candidate
imo_jaewon_chang,Jaewon Chang,imo_gold,0,List of You Quiz on the Block episodes,Q106694931,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='List of You Quiz on the Block episodes'
imo_lin_chen,Lin Chen,imo_gold,0,List of Chinese Americans,Q1404347,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='List of Chinese Americans'
imo_raul_arturo_chavez_sarmiento,Raúl Arturo Chávez Sarmiento,imo_gold,1,Raúl Chávez Sarmiento,Q7299754,5,919,search,"context_match:['olympiad', 'international', 'mathematical']"
imo_andrew_carlotti,Andrew Carlotti,imo_gold,0,List of International Mathematical Olympiad participants,Q6574325,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='List of International Mathematical Olympiad participants'
imo_wenyu_cao,Wenyu Cao,imo_gold,0,,,0,0,search,no_candidate
imo_filip_borowiec,Filip Borowiec,imo_gold,0,,,0,0,search,no_candidate
imo_jie_jun_ang,Jie Jun Ang,imo_gold,0,,,0,0,search,no_candidate
imo_ufuk_kanat,Ufuk Kanat,imo_gold,0,,,0,0,search,no_candidate
imo_mojtaba_shokrian_zini,Mojtaba Shokrian Zini,imo_gold,0,,,0,0,search,no_candidate
imo_so_min_mun,So Min Mun,imo_gold,0,,,0,0,search,no_candidate
imo_andrea_bianchi,Andrea Bianchi,imo_gold,0,Andrea Bianchi,Q493468,0,0,search_after_exact,unconfirmed:no_match:ov=1.00
imo_hak_myong_mun,Hak Myong Mun,imo_gold,0,,,0,0,search,no_candidate
imo_mehmet_sonmez,Mehmet Sönmez,imo_gold,0,,,0,0,search,no_candidate
imo_akashnil_dutta,Akashnil Dutta,imo_gold,0,,,0,0,search,no_candidate
imo_zhuo_qun_alex_song,Zhuo Qun (Alex) Song,imo_gold,0,International Mathematical Olympiad,Q7983,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='International Mathematical Olympiad'
imo_how_si_yu,How Si Yu,imo_gold,0,Chinese mathematics,Q540129,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='Chinese mathematics'
imo_chong_hong_song,Chong Hong Song,imo_gold,0,Ri Jong-yol,Q127349031,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='Ri Jong-yol'
imo_rom_dudkiewicz,Rom Dudkiewicz,imo_gold,0,,,0,0,search,no_candidate
imo_octav_dragoi,Octav Drăgoi,imo_gold,0,,,0,0,search,no_candidate
imo_mina_dalirrooyfard,Mina Dalirrooyfard,imo_gold,0,,,0,0,search,no_candidate
imo_yue_ding,Yue Ding,imo_gold,0,Wenzhou people,Q27966721,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='Wenzhou people'
imo_mehmet_efe_akengin,Mehmet Efe Akengin,imo_gold,0,,,0,0,search,no_candidate
imo_chung_song_hong,Chung Song Hong,imo_gold,0,List of International Mathematical Olympiad participants,Q6574325,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='List of International Mathematical Olympiad participants'
imo_james_aaronson,James Aaronson,imo_gold,0,List of women in mathematics,Q3244218,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='List of women in mathematics'
imo_bobby_shen,Bobby Shen,imo_gold,0,List of women in mathematics,Q3244218,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='List of women in mathematics'
imo_haoyu_wang,Haoyu Wang,imo_gold,0,,,0,0,search,no_candidate
imo_dong_ryul_kim,Dong Ryul Kim,imo_gold,0,List of International Mathematical Olympiad participants,Q6574325,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='List of International Mathematical Olympiad participants'
imo_hao_zuo,Hao Zuo,imo_gold,0,,,0,0,search,no_candidate
imo_jingwen_chen,Jingwen Chen,imo_gold,0,Chen Jingwen,Q11954171,0,0,search_after_exact,unconfirmed:no_match:ov=1.00
imo_bogdan_stankov,Bogdan Stankov,imo_gold,0,,,0,0,search,no_candidate
imo_hao_wu,Hao Wu,imo_gold,0,List of Chinese Americans,Q1404347,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='List of Chinese Americans'
imo_yiyang_she,Yiyang She,imo_gold,0,Noriko H. Arai,Q18817338,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='Noriko H. Arai'
imo_thomas_swayze,Thomas Swayze,imo_gold,0,,,0,0,search,no_candidate
imo_ravi_jagadeeshan,Ravi Jagadeeshan,imo_gold,0,,,0,0,search,no_candidate
imo_panagiotis_lolas,Panagiotis Lolas,imo_gold,0,,,0,0,search,no_candidate
imo_diego_alonso_roque_montoya,Diego Alonso Roque Montoya,imo_gold,0,,,0,0,search,no_candidate
imo_jeroen_huijben,Jeroen Huijben,imo_gold,0,,,0,0,search,no_candidate
imo_jetze_zoethout,Jetze Zoethout,imo_gold,0,,,0,0,search,no_candidate
imo_pedram_safaee,Pedram Safaee,imo_gold,0,,,0,0,search,no_candidate
imo_rodrigo_sanches_angelo,Rodrigo Sanches Angelo,imo_gold,0,,,0,0,search,no_candidate
imo_alek_bedroya,Alek Bedroya,imo_gold,0,,,0,0,search,no_candidate
imo_debdyuti_banerjee,Debdyuti Banerjee,imo_gold,0,,,0,0,search,no_candidate
imo_prafulla_susil_dhariwal,Prafulla Susil Dhariwal,imo_gold,0,,,0,0,search,no_candidate
imo_calvin_deng,Calvin Deng,imo_gold,0,Language model benchmark,Q135269818,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='Language model benchmark'
imo_dmitry_krachun,Dmitry Krachun,imo_gold,0,,,0,0,search,no_candidate
imo_aleksandr_kalmynin,Aleksandr Kalmynin,imo_gold,0,,,0,0,search,no_candidate
imo_daniil_kliuev,Daniil Kliuev,imo_gold,0,,,0,0,search,no_candidate
imo_matthew_brennan,Matthew Brennan,imo_gold,0,List of 2016 films based on actual events,Q131176905,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='List of 2016 films based on actual events'
imo_pakawut_jiradilok,Pakawut Jiradilok,imo_gold,0,,,0,0,search,no_candidate
imo_chong_luck_ryan_kor,Chong Luck Ryan Kor,imo_gold,0,,,0,0,search,no_candidate
imo_jirawat_anunrojwong,Jirawat Anunrojwong,imo_gold,0,,,0,0,search,no_candidate
imo_hi_dang_du,Hải Đăng Đậu,imo_gold,0,,,0,0,search,no_candidate
imo_hanwool_moon,Hanwool Moon,imo_gold,0,,,0,0,search,no_candidate
imo_turbat_enkhbayar,Turbat Enkhbayar,imo_gold,0,,,0,0,search,no_candidate
imo_domagoj_evid,Domagoj Ćevid,imo_gold,0,,,0,0,search,no_candidate
imo_tae_hwan_park,Tae Hwan Park,imo_gold,1,Park Tae-hwan,Q316523,31,2635,exact,person_exact:ov=1.00:['korea']
imo_sung_jin_park,Sung Jin Park,imo_gold,0,Ri Jong-yol,Q127349031,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='Ri Jong-yol'
imo_brian_chen,Brian Chen,imo_gold,0,Chinese mathematics,Q540129,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='Chinese mathematics'
imo_posheng_wu,Po-Sheng Wu,imo_gold,0,,,0,0,search,no_candidate
imo_lingfu_zhang,Lingfu Zhang,imo_gold,0,,,0,0,search,no_candidate
imo_kwang_choe,Kwang Choe,imo_gold,0,Ri Jong-yol,Q127349031,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='Ri Jong-yol'
imo_victor_wang,Victor Wang,imo_gold,0,Chinese mathematics,Q540129,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='Chinese mathematics'
imo_omri_nisan_solan,Omri Nisan Solan,imo_gold,0,,,0,0,search,no_candidate
imo_stephen_sanjaya,Stephen Sanjaya,imo_gold,0,,,0,0,search,no_candidate
imo_james_tao,James Tao,imo_gold,0,Terence Tao,Q295981,0,0,search,unconfirmed:name_mismatch:ov=0.50:hits=1:title='Terence Tao'
imo_stpan_simsa,Štěpán Šimsa,imo_gold,0,,,0,0,search,no_candidate
imo_lev_shabanov,Lev Shabanov,imo_gold,0,,,0,0,search,no_candidate
imo_mark_sellke,Mark Sellke,imo_gold,0,Mehtaab Sawhney,Q139899299,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='Mehtaab Sawhney'
imo_aliaksei_semchankau,Aliaksei Semchankau,imo_gold,0,,,0,0,search,no_candidate
imo_aref_sadeghi,Aref Sadeghi,imo_gold,0,,,0,0,search,no_candidate
imo_yutao_liu,Yutao Liu,imo_gold,0,,,0,0,search,no_candidate
imo_jongwon_lee,Jongwon Lee,imo_gold,0,,,0,0,search,no_candidate
imo_xiao_liu,Xiao Liu,imo_gold,0,List of women in mathematics,Q3244218,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='List of women in mathematics'
imo_tingchun_lin,Ting-Chun Lin,imo_gold,0,List of Chinese Americans,Q1404347,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='List of Chinese Americans'
imo_yuxuan_liao,Yuxuan Liao,imo_gold,0,Language model benchmark,Q135269818,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='Language model benchmark'
imo_miguel_miranda_ribeiro_moreira,Miguel Miranda Ribeiro Moreira,imo_gold,0,,,0,0,search,no_candidate
imo_eunsoo_jee,Eunsoo Jee,imo_gold,0,,,0,0,search,no_candidate
imo_se_hyun_ji,Se Hyun Ji,imo_gold,0,List of You Quiz on the Block episodes,Q106694931,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='List of You Quiz on the Block episodes'
imo_jihyon_pak,Jihyon Pak,imo_gold,0,,,0,0,search,no_candidate
imo_borna_vukorepa,Borna Vukorepa,imo_gold,0,,,0,0,search,no_candidate
imo_egor_voronetckii,Egor Voronetckii,imo_gold,0,,,0,0,search,no_candidate
imo_andrey_volgin,Andrey Volgin,imo_gold,0,,,0,0,search,no_candidate
imo_tun_huy_phm,Tuấn Huy Phạm,imo_gold,0,,,0,0,search,no_candidate
imo_anh_dc_v,Anh Đức Võ,imo_gold,0,,,0,0,search,no_candidate
imo_thnh_trung_cn_trn,Thành Trung Cấn Trần,imo_gold,0,,,0,0,search,no_candidate
imo_matei_mandache,Matei Mandache,imo_gold,0,,,0,0,search,no_candidate
imo_arek_bedroya,Arek Bedroya,imo_gold,0,,,0,0,search,no_candidate
imo_alexander_gunning,Alexander Gunning,imo_gold,0,List of International Mathematical Olympiad participants,Q6574325,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='List of International Mathematical Olympiad participants'
imo_dario_ascari,Dario Ascari,imo_gold,0,List of people from Italy,Q3269631,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='List of people from Italy'
imo_vadym_kalashnykov,Vadym Kalashnykov,imo_gold,0,,,0,0,search,no_candidate
imo_chao_gu,Chao Gu,imo_gold,0,List of Chinese Americans,Q1404347,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='List of Chinese Americans'
imo_zarko_randelovi,Žarko Ranđelović,imo_gold,0,,,0,0,search,no_candidate
icpc_bin_jin_2010,Bin Jin,icpc_world_finals_gold,0,Yun Sung-bin,Q16236673,0,0,search,unconfirmed:name_mismatch:ov=0.50:hits=1:title='Yun Sung-bin'
icpc_zhuojie_wu_2010,Zhuojie Wu,icpc_world_finals_gold,0,,,0,0,search,no_candidate
icpc_jialin_ouyang_2011,Jialin Ouyang,icpc_world_finals_gold,0,,,0,0,search,no_candidate
icpc_luyi_mo_2011,Luyi Mo,icpc_world_finals_gold,0,,,0,0,search,no_candidate
icpc_eugeny_kapun_2012,Eugeny Kapun,icpc_world_finals_gold,0,,,0,0,search,no_candidate
icpc_zhao_zheng_2010,Zhao Zheng,icpc_world_finals_gold,0,Qin Shi Huang,Q7192,0,0,search_after_exact,unconfirmed:name_mismatch:ov=0.00:hits=0:title='Qin Shi Huang'
icpc_zejun_wu_2011,Zejun Wu,icpc_world_finals_gold,0,Giant panda,Q33602,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='Giant panda'
icpc_niyaz_nigmatullin_2012,Niyaz Nigmatullin,icpc_world_finals_gold,0,ITMO University,Q1342013,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='ITMO University'
icpc_mikhail_kever_2012,Mikhail Kever,icpc_world_finals_gold,0,ITMO University,Q1342013,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='ITMO University'
icpc_mikhail_kever_2013,Mikhail Kever,icpc_world_finals_gold,0,ITMO University,Q1342013,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='ITMO University'
icpc_gennady_korotkevich_2013,Gennady Korotkevich,icpc_world_finals_gold,1,Gennady Korotkevich,Q5533363,16,7999,exact,"context_match:['finals', 'world']"
icpc_niyaz_nigmatullin_2013,Niyaz Nigmatullin,icpc_world_finals_gold,0,ITMO University,Q1342013,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='ITMO University'
icpc_egor_suvorov_2014,Egor Suvorov,icpc_world_finals_gold,0,,,0,0,search,no_candidate
icpc_pavel_kunyavskiy_2014,Pavel Kunyavskiy,icpc_world_finals_gold,0,,,0,0,search,no_candidate
icpc_borys_minaiev_2015,Borys Minaiev,icpc_world_finals_gold,0,,,0,0,search,no_candidate
gpt5_aidan_mclaughlin,Aidan McLaughlin,gpt5_system_card_author,0,,,0,0,search,no_candidate
icpc_gennady_korotkevich_2015,Gennady Korotkevich,icpc_world_finals_gold,1,Gennady Korotkevich,Q5533363,16,7999,exact,"context_match:['finals', 'world']"
icpc_dmitry_egorov_2014,Dmitry Egorov,icpc_world_finals_gold,0,Dmitri Egorov,Q726403,0,0,search_after_exact,unconfirmed:name_mismatch:ov=0.50:hits=1:title='Dmitri Egorov'
gpt5_alec_helyar,Alec Helyar,gpt5_system_card_author,0,,,0,0,search,no_candidate
gpt5_alex_karpenko,Alex Karpenko,gpt5_system_card_author,0,,,0,0,search,no_candidate
gpt5_alexey_ivanov,Alexey Ivanov,gpt5_system_card_author,0,,,0,0,search,no_candidate
gpt5_andrei_gheorghe,Andrei Gheorghe,gpt5_system_card_author,0,Andrei Gheorghe,Q2846496,0,0,search_after_exact,unconfirmed:no_match:ov=1.00
gpt5_andrey_mishchenko,Andrey Mishchenko,gpt5_system_card_author,0,,,0,0,search,no_candidate
gpt5_alyssa_huang,Alyssa Huang,gpt5_system_card_author,0,List of large language models,Q131598147,0,0,search,unconfirmed:name_mismatch:ov=0.00:hits=0:title='List of large language models'
