entity_id,model_id,n_obs,mean,sigma
imo_sureyya_emre_kurt,minimax-m2.7-think,4,0.0000,0.0000
imo_yikang_xiao,gpt-5.3,4,0.0000,0.0000
imo_yikang_xiao,grok-4.20-think,4,0.0000,0.0000
imo_yikang_xiao,gpt-5.4,4,0.4750,0.2773
imo_yikang_xiao,kimi-k2,4,0.0000,0.0000
imo_yikang_xiao,claude-opus-4.6-think,4,0.6375,0.0960
imo_yikang_xiao,gemini-3-flash-think,4,0.9000,0.1000
imo_yikang_xiao,grok-4,4,0.0000,0.0000
imo_yikang_xiao,claude-sonnet-4.6-think,4,0.4000,0.0000
imo_yikang_xiao,gpt-5.5-think,4,0.6750,0.1090
imo_yikang_xiao,kimi-k2.6-think,4,0.0000,0.0000
imo_yikang_xiao,qwen3-235b-a22b-think,4,0.0000,0.0000
imo_yikang_xiao,llama-3.3-70b,4,0.4250,0.3031
imo_yikang_xiao,llama-4-maverick,4,0.6000,0.1225
imo_yikang_xiao,glm-4-32b,4,0.2000,0.3464
imo_yikang_xiao,mistral-large,4,0.1500,0.2598
imo_yikang_xiao,mistral-medium-3.1,4,0.0000,0.0000
imo_yikang_xiao,deepseek-v4-flash-think,4,0.5200,0.3990
imo_yikang_xiao,mistral-small-24b,4,0.3500,0.2179
imo_yikang_xiao,qwen3-8b-think,4,0.0000,0.0000
imo_yikang_xiao,gemini-3.1-pro,4,0.3500,0.3775
imo_yikang_xiao,qwen3-32b-think,4,0.0000,0.0000
imo_yikang_xiao,llama-3.1-8b,4,0.3250,0.3419
imo_yikang_xiao,gpt-oss-20b-think,4,0.0000,0.0000
imo_yikang_xiao,llama-3.2-1b,4,0.1350,0.2338
imo_yikang_xiao,gemma-3-12b,4,0.4325,0.1602
imo_yikang_xiao,phi-4,4,0.5500,0.1541
imo_yikang_xiao,gemma-3-4b,4,0.1700,0.1609
imo_yikang_xiao,ernie-4.5-300b-a47b,4,0.2500,0.4330
imo_yikang_xiao,gemma-4-31b,4,0.6700,0.2551
imo_yikang_xiao,deepseek-v4-pro-think,4,0.7500,0.1500
imo_yikang_xiao,deepseek-v3.2-think,4,0.6500,0.2598
imo_yikang_xiao,ministral-3b,4,0.0400,0.0693
imo_yikang_xiao,glm-4.7-think,4,0.4750,0.3562
imo_yikang_xiao,minimax-m2.7-think,4,0.1500,0.2598
imo_sureyya_emre_kurt,qwen3.5-397b-a17b-think,4,0.2250,0.2278
imo_yikang_xiao,glm-5.1-think,4,0.2000,0.3464
imo_yikang_xiao,qwen3.5-397b-a17b-think,4,0.2000,0.3464
imo_yikang_xiao,gemini-2.5-pro-think,4,0.9500,0.0866
imo_janos_nagy,gpt-5.3,4,0.0000,0.0000
imo_janos_nagy,gpt-5.4,4,0.2750,0.2773
imo_janos_nagy,grok-4.20-think,4,0.0000,0.0000
imo_janos_nagy,gemini-3.1-pro,4,0.0000,0.0000
imo_janos_nagy,claude-opus-4.6-think,4,0.2500,0.4330
imo_janos_nagy,claude-sonnet-4.6-think,4,0.1250,0.2165
imo_janos_nagy,gpt-5.5-think,4,0.6750,0.0829
imo_janos_nagy,gemini-2.5-pro-think,4,0.0000,0.0000
imo_janos_nagy,llama-4-maverick,4,0.6625,0.1192
imo_janos_nagy,kimi-k2,4,0.1750,0.3031
imo_janos_nagy,mistral-large,4,0.0000,0.0000
imo_janos_nagy,deepseek-v4-flash-think,4,0.5625,0.4083
imo_janos_nagy,deepseek-v3.2-think,4,0.4300,0.3012
imo_janos_nagy,mistral-medium-3.1,4,0.0000,0.0000
imo_janos_nagy,glm-4-32b,4,0.1500,0.2598
imo_janos_nagy,qwen3-235b-a22b-think,4,0.0000,0.0000
imo_janos_nagy,gemma-4-31b,4,0.5625,0.1293
imo_janos_nagy,qwen3-8b-think,4,0.0000,0.0000
imo_janos_nagy,kimi-k2.6-think,4,0.0000,0.0000
imo_janos_nagy,gemini-3-flash-think,4,1.0000,0.0000
imo_janos_nagy,phi-4,4,0.7900,0.1559
imo_janos_nagy,llama-3.3-70b,4,0.6250,0.0829
imo_janos_nagy,mistral-small-24b,4,0.6000,0.0000
imo_janos_nagy,llama-3.1-8b,4,0.2125,0.2132
imo_janos_nagy,qwen3-32b-think,4,0.1250,0.2165
imo_janos_nagy,llama-3.2-1b,4,0.1500,0.2598
imo_janos_nagy,gpt-oss-20b-think,4,0.2250,0.2487
imo_janos_nagy,ernie-4.5-300b-a47b,4,0.2000,0.3464
imo_janos_nagy,gemma-3-12b,4,0.6250,0.1479
imo_janos_nagy,grok-4,4,0.0000,0.0000
imo_janos_nagy,ministral-3b,4,0.1750,0.3031
imo_janos_nagy,glm-4.7-think,4,0.0400,0.0693
imo_janos_nagy,minimax-m2.7-think,4,0.0000,0.0000
imo_janos_nagy,deepseek-v4-pro-think,4,0.7750,0.2487
imo_janos_nagy,gemma-3-4b,4,0.3800,0.2850
imo_vasily_mokin,gpt-5.4,4,0.1500,0.2598
imo_vasily_mokin,gpt-5.3,4,0.0000,0.0000
imo_vasily_mokin,grok-4.20-think,4,0.0000,0.0000
imo_vasily_mokin,claude-sonnet-4.6-think,4,0.3250,0.3700
imo_vasily_mokin,claude-opus-4.6-think,4,0.5500,0.3571
imo_janos_nagy,qwen3.5-397b-a17b-think,4,0.2000,0.3464
imo_vasily_mokin,gemini-3.1-pro,4,0.0000,0.0000
imo_vasily_mokin,gemini-3-flash-think,4,0.6500,0.3841
imo_vasily_mokin,llama-4-maverick,4,0.5750,0.1479
imo_vasily_mokin,gpt-5.5-think,4,0.4500,0.2693
imo_vasily_mokin,kimi-k2.6-think,4,0.0000,0.0000
imo_vasily_mokin,kimi-k2,4,0.2000,0.3464
imo_vasily_mokin,glm-5.1-think,4,0.0000,0.0000
imo_vasily_mokin,deepseek-v4-pro-think,4,0.3000,0.3082
imo_vasily_mokin,grok-4,4,0.1000,0.1732
imo_vasily_mokin,qwen3-235b-a22b-think,4,0.0000,0.0000
imo_vasily_mokin,mistral-medium-3.1,4,0.0000,0.0000
imo_vasily_mokin,glm-4-32b,4,0.1000,0.1732
imo_vasily_mokin,mistral-small-24b,4,0.4000,0.2449
imo_vasily_mokin,deepseek-v4-flash-think,4,0.3500,0.3571
imo_vasily_mokin,mistral-large,4,0.1500,0.2598
imo_vasily_mokin,llama-3.3-70b,4,0.6000,0.1414
imo_vasily_mokin,qwen3-8b-think,4,0.0000,0.0000
imo_vasily_mokin,gemini-2.5-pro-think,4,0.6625,0.2382
imo_vasily_mokin,phi-4,4,0.5650,0.1081
imo_vasily_mokin,gemma-4-31b,4,0.5500,0.2598
imo_vasily_mokin,deepseek-v3.2-think,4,0.9000,0.1732
imo_vasily_mokin,minimax-m2.7-think,4,0.0000,0.0000
imo_vasily_mokin,llama-3.2-1b,4,0.1500,0.2598
imo_vasily_mokin,llama-3.1-8b,4,0.3250,0.1920
imo_vasily_mokin,ministral-3b,4,0.0800,0.1386
imo_vasily_mokin,glm-4.7-think,4,0.3750,0.3767
imo_vasily_mokin,qwen3-32b-think,4,0.1750,0.3031
imo_vasily_mokin,gemma-3-12b,4,0.4150,0.1915
imo_vasily_mokin,gemma-3-4b,4,0.1500,0.1658
imo_vasily_mokin,ernie-4.5-300b-a47b,4,0.2500,0.4330
imo_vasily_mokin,gpt-oss-20b-think,4,0.0000,0.0000
imo_janos_nagy,glm-5.1-think,4,0.2500,0.4330
imo_vasily_mokin,qwen3.5-397b-a17b-think,4,0.1850,0.2978
imo_bumsoo_kim,gpt-5.3,4,0.0000,0.0000
imo_bumsoo_kim,gpt-5.4,4,0.2750,0.2773
imo_bumsoo_kim,grok-4.20-think,4,0.0000,0.0000
imo_bumsoo_kim,gemini-3.1-pro,4,0.0000,0.0000
imo_bumsoo_kim,claude-opus-4.6-think,4,0.7750,0.1090
imo_bumsoo_kim,kimi-k2.6-think,4,0.0000,0.0000
imo_bumsoo_kim,claude-sonnet-4.6-think,4,0.5750,0.3631
imo_bumsoo_kim,kimi-k2,4,0.1500,0.2598
imo_bumsoo_kim,gpt-5.5-think,4,0.5000,0.2915
imo_bumsoo_kim,mistral-large,4,0.0000,0.0000
imo_bumsoo_kim,gemini-3-flash-think,4,0.6425,0.2567
imo_bumsoo_kim,llama-4-maverick,4,0.4150,0.1472
imo_bumsoo_kim,qwen3-235b-a22b-think,4,0.0000,0.0000
imo_bumsoo_kim,gemini-2.5-pro-think,4,0.5875,0.3398
imo_bumsoo_kim,mistral-medium-3.1,4,0.0000,0.0000
imo_bumsoo_kim,qwen3-32b-think,4,0.0000,0.0000
imo_bumsoo_kim,llama-3.3-70b,4,0.4500,0.2598
imo_bumsoo_kim,glm-4-32b,4,0.1500,0.2598
imo_bumsoo_kim,deepseek-v4-pro-think,4,0.8500,0.0866
imo_bumsoo_kim,deepseek-v3.2-think,4,0.9500,0.0866
imo_bumsoo_kim,mistral-small-24b,4,0.3250,0.1920
imo_bumsoo_kim,deepseek-v4-flash-think,4,0.8500,0.0866
imo_bumsoo_kim,llama-3.1-8b,4,0.2250,0.2278
imo_bumsoo_kim,qwen3-8b-think,4,0.0000,0.0000
imo_bumsoo_kim,minimax-m2.7-think,4,0.0000,0.0000
imo_bumsoo_kim,llama-3.2-1b,4,0.0875,0.1516
imo_bumsoo_kim,ernie-4.5-300b-a47b,4,0.1750,0.3031
imo_bumsoo_kim,gemma-4-31b,4,0.7750,0.2278
imo_bumsoo_kim,ministral-3b,4,0.0800,0.1386
imo_bumsoo_kim,phi-4,4,0.5250,0.2773
imo_bumsoo_kim,gemma-3-4b,4,0.2300,0.2234
imo_bumsoo_kim,glm-4.7-think,4,0.5750,0.3767
imo_bumsoo_kim,gpt-oss-20b-think,4,0.0000,0.0000
imo_bumsoo_kim,grok-4,4,0.1250,0.2165
imo_bumsoo_kim,gemma-3-12b,4,0.5400,0.2615
imo_bumsoo_kim,glm-5.1-think,4,0.5750,0.3419
imo_bumsoo_kim,qwen3.5-397b-a17b-think,4,0.4800,0.3394
imo_alexey_pakharev,gpt-5.3,4,0.0000,0.0000
imo_alexey_pakharev,grok-4.20-think,4,0.0000,0.0000
imo_alexey_pakharev,gpt-5.4,4,0.6625,0.1192
imo_alexey_pakharev,gemini-3.1-pro,4,0.0000,0.0000
imo_alexey_pakharev,gemini-3-flash-think,4,0.6500,0.2062
imo_alexey_pakharev,claude-sonnet-4.6-think,4,0.7750,0.1639
imo_alexey_pakharev,mistral-large,4,0.0000,0.0000
imo_alexey_pakharev,kimi-k2,4,0.1250,0.2165
imo_alexey_pakharev,llama-4-maverick,4,0.5500,0.1500
imo_alexey_pakharev,gpt-5.5-think,4,0.7000,0.0707
imo_alexey_pakharev,mistral-medium-3.1,4,0.0000,0.0000
imo_alexey_pakharev,claude-opus-4.6-think,4,0.8000,0.1225
imo_alexey_pakharev,gemini-2.5-pro-think,4,0.9250,0.1299
imo_alexey_pakharev,glm-4-32b,4,0.1750,0.3031
imo_alexey_pakharev,llama-3.3-70b,4,0.5000,0.3082
imo_alexey_pakharev,deepseek-v4-flash-think,4,0.5125,0.2559
imo_alexey_pakharev,gemma-4-31b,4,0.6450,0.1186
imo_alexey_pakharev,grok-4,4,0.0000,0.0000
imo_alexey_pakharev,mistral-small-24b,4,0.5500,0.0866
imo_mikhail_grigorev,gpt-5.4,4,0.1875,0.3248
imo_alexey_pakharev,qwen3-32b-think,4,0.0000,0.0000
imo_alexey_pakharev,llama-3.1-8b,4,0.1000,0.1732
imo_alexey_pakharev,gemma-3-12b,4,0.4400,0.1749
imo_alexey_pakharev,llama-3.2-1b,4,0.0700,0.1212
imo_mikhail_grigorev,gpt-5.3,4,0.0000,0.0000
imo_alexey_pakharev,qwen3-8b-think,4,0.1750,0.3031
imo_alexey_pakharev,ministral-3b,4,0.0600,0.1039
imo_mikhail_grigorev,grok-4.20-think,4,0.0000,0.0000
imo_alexey_pakharev,phi-4,4,0.3600,0.2417
imo_mikhail_grigorev,kimi-k2,4,0.0000,0.0000
imo_alexey_pakharev,deepseek-v3.2-think,4,0.4000,0.2550
imo_mikhail_grigorev,gemini-3-flash-think,4,0.7750,0.0829
imo_mikhail_grigorev,claude-sonnet-4.6-think,4,0.0000,0.0000
imo_mikhail_grigorev,claude-opus-4.6-think,4,0.6500,0.3905
imo_alexey_pakharev,gpt-oss-20b-think,4,0.0600,0.1039
imo_mikhail_grigorev,grok-4,4,0.0000,0.0000
imo_mikhail_grigorev,gpt-5.5-think,4,0.6000,0.1000
imo_mikhail_grigorev,gemini-3.1-pro,4,0.1000,0.1732
imo_mikhail_grigorev,deepseek-v4-flash-think,4,0.5750,0.3631
imo_mikhail_grigorev,llama-4-maverick,4,0.7750,0.1479
imo_mikhail_grigorev,gemini-2.5-pro-think,4,0.5500,0.3202
imo_mikhail_grigorev,mistral-large,4,0.0000,0.0000
imo_alexey_pakharev,glm-4.7-think,4,0.0000,0.0000
imo_mikhail_grigorev,deepseek-v3.2-think,4,0.5750,0.4023
imo_mikhail_grigorev,qwen3-235b-a22b-think,4,0.0000,0.0000
imo_mikhail_grigorev,mistral-medium-3.1,4,0.0000,0.0000
imo_alexey_pakharev,deepseek-v4-pro-think,4,0.9250,0.1299
imo_alexey_pakharev,ernie-4.5-300b-a47b,4,0.1225,0.2122
imo_alexey_pakharev,gemma-3-4b,4,0.1750,0.3031
imo_mikhail_grigorev,minimax-m2.7-think,4,0.0000,0.0000
imo_mikhail_grigorev,kimi-k2.6-think,4,0.1250,0.2165
imo_mikhail_grigorev,gemma-4-31b,4,0.5750,0.0829
imo_mikhail_grigorev,qwen3-8b-think,4,0.0000,0.0000
imo_mikhail_grigorev,mistral-small-24b,4,0.4250,0.2487
imo_mikhail_grigorev,phi-4,4,0.2450,0.2865
imo_mikhail_grigorev,llama-3.3-70b,4,0.6125,0.1139
imo_mikhail_grigorev,qwen3-32b-think,4,0.0900,0.1559
imo_mikhail_grigorev,glm-4-32b,4,0.1350,0.2338
imo_mikhail_grigorev,llama-3.2-1b,4,0.1000,0.1732
imo_mikhail_grigorev,ministral-3b,4,0.0000,0.0000
imo_mikhail_grigorev,glm-5.1-think,4,0.0000,0.0000
imo_mikhail_grigorev,glm-4.7-think,4,0.4200,0.2970
imo_mikhail_grigorev,llama-3.1-8b,4,0.0000,0.0000
imo_mikhail_grigorev,ernie-4.5-300b-a47b,4,0.1250,0.2165
imo_alexey_pakharev,kimi-k2.6-think,4,0.2500,0.4330
imo_alexey_pakharev,qwen3-235b-a22b-think,4,0.0000,0.0000
imo_alexey_pakharev,glm-5.1-think,4,0.3500,0.4093
imo_mikhail_grigorev,gemma-3-4b,4,0.2125,0.2190
imo_alexey_pakharev,minimax-m2.7-think,4,0.0000,0.0000
imo_mikhail_grigorev,gpt-oss-20b-think,4,0.1250,0.2165
imo_mikhail_grigorev,gemma-3-12b,4,0.3875,0.1139
imo_mikhail_grigorev,deepseek-v4-pro-think,4,0.8250,0.2046
imo_alexey_pakharev,qwen3.5-397b-a17b-think,4,0.5000,0.5000
imo_mikhail_grigorev,qwen3.5-397b-a17b-think,4,0.5500,0.3640
imo_filip_borowiec,gpt-5.3,4,0.0000,0.0000
imo_filip_borowiec,gpt-5.4,4,0.4250,0.2487
imo_filip_borowiec,grok-4.20-think,4,0.0000,0.0000
imo_filip_borowiec,gemini-3.1-pro,4,0.0000,0.0000
imo_filip_borowiec,claude-sonnet-4.6-think,4,0.7000,0.4123
imo_filip_borowiec,claude-opus-4.6-think,4,0.6500,0.4093
imo_filip_borowiec,qwen3-32b-think,4,0.1500,0.2598
imo_filip_borowiec,gemini-3-flash-think,4,0.6875,0.1949
imo_filip_borowiec,llama-4-maverick,4,0.4750,0.0829
imo_filip_borowiec,mistral-large,4,0.2000,0.3464
imo_filip_borowiec,qwen3-235b-a22b-think,4,0.0000,0.0000
imo_filip_borowiec,gpt-5.5-think,4,0.5500,0.0866
imo_filip_borowiec,gemini-2.5-pro-think,4,0.6750,0.4085
imo_filip_borowiec,kimi-k2,4,0.2000,0.3464
imo_filip_borowiec,glm-4-32b,4,0.1750,0.3031
imo_filip_borowiec,mistral-medium-3.1,4,0.2500,0.4330
imo_filip_borowiec,llama-3.3-70b,4,0.5000,0.1000
imo_filip_borowiec,phi-4,4,0.3150,0.1403
imo_filip_borowiec,deepseek-v4-flash-think,4,0.6550,0.1977
imo_filip_borowiec,gemma-4-31b,4,0.6500,0.1500
imo_filip_borowiec,llama-3.1-8b,4,0.3750,0.2278
imo_filip_borowiec,llama-3.2-1b,4,0.1050,0.1819
imo_filip_borowiec,deepseek-v4-pro-think,4,0.5750,0.1090
imo_andrea_bianchi,gpt-5.3,4,0.0000,0.0000
imo_filip_borowiec,ministral-3b,4,0.0600,0.1039
imo_filip_borowiec,ernie-4.5-300b-a47b,4,0.2500,0.4330
imo_filip_borowiec,grok-4,4,0.2500,0.4330
imo_andrea_bianchi,claude-opus-4.6-think,4,0.2000,0.3464
imo_andrea_bianchi,gpt-5.4,4,0.3750,0.3767
imo_filip_borowiec,glm-5.1-think,4,0.0000,0.0000
imo_andrea_bianchi,claude-sonnet-4.6-think,4,0.0000,0.0000
imo_andrea_bianchi,gemini-3-flash-think,4,0.9000,0.1000
imo_andrea_bianchi,grok-4.20-think,4,0.0000,0.0000
imo_filip_borowiec,qwen3-8b-think,4,0.1400,0.2425
imo_andrea_bianchi,kimi-k2,4,0.0000,0.0000
imo_filip_borowiec,gemma-3-4b,4,0.3500,0.3500
imo_andrea_bianchi,glm-4.7-think,4,0.0000,0.0000
imo_andrea_bianchi,mistral-large,4,0.1000,0.1732
imo_andrea_bianchi,gemini-2.5-pro-think,4,0.1675,0.2002
imo_andrea_bianchi,gpt-5.5-think,4,0.3500,0.3500
imo_andrea_bianchi,llama-4-maverick,4,0.6500,0.0500
imo_filip_borowiec,minimax-m2.7-think,4,0.0000,0.0000
imo_andrea_bianchi,gemini-3.1-pro,4,0.8500,0.0866
imo_filip_borowiec,deepseek-v3.2-think,4,0.7725,0.1824
imo_filip_borowiec,gemma-3-12b,4,0.4850,0.1962
imo_andrea_bianchi,kimi-k2.6-think,4,0.0000,0.0000
imo_filip_borowiec,kimi-k2.6-think,4,0.0000,0.0000
imo_andrea_bianchi,qwen3-32b-think,4,0.2250,0.2861
imo_filip_borowiec,gpt-oss-20b-think,4,0.0000,0.0000
imo_filip_borowiec,glm-4.7-think,4,0.0700,0.1212
imo_andrea_bianchi,deepseek-v4-flash-think,4,0.6450,0.2147
imo_filip_borowiec,qwen3.5-397b-a17b-think,4,0.5100,0.1947
imo_andrea_bianchi,glm-4-32b,4,0.1000,0.1732
imo_andrea_bianchi,mistral-medium-3.1,4,0.2500,0.4330
imo_andrea_bianchi,deepseek-v3.2-think,4,0.2500,0.4330
imo_andrea_bianchi,deepseek-v4-pro-think,4,0.9000,0.1000
imo_andrea_bianchi,llama-3.3-70b,4,0.4500,0.2872
imo_andrea_bianchi,phi-4,4,0.0600,0.1039
imo_andrea_bianchi,gemma-4-31b,4,0.6900,0.1109
imo_andrea_bianchi,llama-3.2-1b,4,0.0875,0.1516
imo_andrea_bianchi,llama-3.1-8b,4,0.2250,0.2278
imo_andrea_bianchi,qwen3-235b-a22b-think,4,0.0000,0.0000
imo_andrea_bianchi,glm-5.1-think,4,0.0000,0.0000
imo_andrea_bianchi,qwen3-8b-think,4,0.1250,0.2165
imo_andrea_bianchi,minimax-m2.7-think,4,0.1500,0.2598
imo_andrea_bianchi,gpt-oss-20b-think,4,0.0000,0.0000
imo_andrea_bianchi,grok-4,4,0.0000,0.0000
imo_filip_borowiec,mistral-small-24b,4,0.3500,0.2062
imo_andrea_bianchi,ernie-4.5-300b-a47b,4,0.2500,0.4330
imo_andrea_bianchi,ministral-3b,4,0.1000,0.1732
imo_andrea_bianchi,mistral-small-24b,4,0.4500,0.2693
imo_andrea_bianchi,gemma-3-12b,4,0.2600,0.0447
imo_andrea_bianchi,gemma-3-4b,4,0.2700,0.3266
imo_hak_myong_mun,gpt-5.4,4,0.1000,0.1732
imo_hak_myong_mun,gpt-5.3,4,0.0000,0.0000
imo_hak_myong_mun,grok-4.20-think,4,0.0000,0.0000
imo_hak_myong_mun,gemini-3-flash-think,4,0.5750,0.1299
imo_hak_myong_mun,gemini-3.1-pro,4,0.0000,0.0000
imo_hak_myong_mun,kimi-k2.6-think,4,0.0000,0.0000
imo_hak_myong_mun,claude-opus-4.6-think,4,0.5250,0.0829
imo_hak_myong_mun,claude-sonnet-4.6-think,4,0.5500,0.0866
imo_hak_myong_mun,kimi-k2,4,0.1500,0.2598
imo_hak_myong_mun,deepseek-v3.2-think,4,0.4000,0.2449
imo_hak_myong_mun,mistral-large,4,0.0000,0.0000
imo_hak_myong_mun,gpt-5.5-think,4,0.6750,0.1090
imo_hak_myong_mun,gemini-2.5-pro-think,4,0.5425,0.0832
imo_hak_myong_mun,glm-5.1-think,4,0.0000,0.0000
imo_hak_myong_mun,glm-4-32b,4,0.1500,0.2598
imo_hak_myong_mun,mistral-small-24b,4,0.2000,0.2000
imo_hak_myong_mun,mistral-medium-3.1,4,0.0000,0.0000
imo_hak_myong_mun,qwen3-235b-a22b-think,4,0.0000,0.0000
imo_andrea_bianchi,qwen3.5-397b-a17b-think,4,0.2750,0.2947
imo_hak_myong_mun,gemma-4-31b,4,0.3550,0.0427
imo_hak_myong_mun,deepseek-v4-flash-think,4,0.5875,0.1244
imo_hak_myong_mun,phi-4,4,0.5200,0.3187
imo_hak_myong_mun,llama-3.2-1b,4,0.0400,0.0693
imo_hak_myong_mun,qwen3-32b-think,4,0.1000,0.1732
imo_hak_myong_mun,llama-4-maverick,4,0.5500,0.1118
imo_hak_myong_mun,llama-3.3-70b,4,0.5000,0.1000
imo_hak_myong_mun,gpt-oss-20b-think,4,0.0000,0.0000
imo_hak_myong_mun,grok-4,4,0.0000,0.0000
imo_hak_myong_mun,deepseek-v4-pro-think,4,0.4250,0.3345
imo_hak_myong_mun,ministral-3b,4,0.1225,0.2122
imo_hak_myong_mun,qwen3-8b-think,4,0.0000,0.0000
imo_hak_myong_mun,ernie-4.5-300b-a47b,4,0.1875,0.3248
imo_hak_myong_mun,glm-4.7-think,4,0.1500,0.2598
imo_hak_myong_mun,minimax-m2.7-think,4,0.0000,0.0000
imo_hak_myong_mun,gemma-3-12b,4,0.3850,0.1410
imo_hak_myong_mun,llama-3.1-8b,4,0.3250,0.3269
imo_hak_myong_mun,qwen3.5-397b-a17b-think,4,0.6750,0.1090
imo_zhuo_qun_alex_song,gpt-5.4,4,0.6000,0.0707
imo_zhuo_qun_alex_song,claude-opus-4.6-think,4,0.5500,0.1658
imo_hak_myong_mun,gemma-3-4b,4,0.2325,0.1645
