entity_id,entity_name,model_id,template,is_refusal,score,cohort
imo_bogdan_veklych,"Bogdan Veklych",ernie-4.5-300b-a47b,T0,0,0.8000,imo_gold
imo_bogdan_veklych,"Bogdan Veklych",minimax-m2.7-think,T0,1,0.0000,imo_gold
imo_bogdan_veklych,"Bogdan Veklych",ministral-3b,T0,0,0.2800,imo_gold
imo_bogdan_veklych,"Bogdan Veklych",gpt-oss-20b-think,T0,1,0.0000,imo_gold
imo_bogdan_veklych,"Bogdan Veklych",deepseek-v3.2-think,T0,0,0.7000,imo_gold
imo_bogdan_veklych,"Bogdan Veklych",glm-4.7-think,T0,0,0.5000,imo_gold
imo_bogdan_veklych,"Bogdan Veklych",gemma-3-12b,T0,0,0.8000,imo_gold
imo_bogdan_veklych,"Bogdan Veklych",gemma-3-4b,T0,0,0.7000,imo_gold
imo_bogdan_veklych,"Bogdan Veklych",qwen3.5-397b-a17b-think,T0,0,0.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",gpt-5.4,T0,1,0.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",gpt-5.3,T0,1,0.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",kimi-k2,T0,1,0.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",grok-4.20-think,T0,1,0.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",gemini-3-flash-think,T0,0,1.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",claude-sonnet-4.6-think,T0,0,0.6000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",gemini-3.1-pro,T0,1,0.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",grok-4,T0,1,0.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",llama-4-maverick,T0,0,0.7000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",claude-opus-4.6-think,T0,0,0.9000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",gpt-5.5-think,T0,0,0.7000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",gemini-2.5-pro-think,T0,0,1.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",glm-4-32b,T0,0,0.5000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",mistral-medium-3.1,T0,0,0.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",mistral-large,T0,0,0.7000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",qwen3-235b-a22b-think,T0,1,0.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",mistral-small-24b,T0,0,0.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",qwen3-32b-think,T0,0,0.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",phi-4,T0,0,0.7000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",llama-3.3-70b,T0,0,0.4000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",llama-3.1-8b,T0,0,0.4000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",llama-3.2-1b,T0,0,0.4000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",deepseek-v3.2-think,T0,0,1.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",qwen3-8b-think,T0,0,0.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",ernie-4.5-300b-a47b,T0,0,0.7000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",glm-5.1-think,T0,1,0.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",gemma-4-31b,T0,0,1.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",deepseek-v4-flash-think,T0,0,1.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",gpt-oss-20b-think,T0,1,0.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",gemma-3-4b,T0,0,0.2800,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",ministral-3b,T0,0,0.1600,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",kimi-k2.6-think,T0,1,0.0000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",glm-4.7-think,T0,0,0.0300,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",deepseek-v4-pro-think,T0,0,0.8000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",gemma-3-12b,T0,0,0.3200,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",minimax-m2.7-think,T0,1,0.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",gpt-5.3,T0,1,0.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",grok-4.20-think,T0,1,0.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",gpt-5.4,T0,0,0.6000,imo_gold
imo_yikang_xiao,"Yikang Xiao",kimi-k2,T0,1,0.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",claude-opus-4.6-think,T0,0,0.7000,imo_gold
imo_yikang_xiao,"Yikang Xiao",gemini-3-flash-think,T0,0,1.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",grok-4,T0,1,0.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",claude-sonnet-4.6-think,T0,0,0.4000,imo_gold
imo_yikang_xiao,"Yikang Xiao",gpt-5.5-think,T0,0,0.5000,imo_gold
imo_yikang_xiao,"Yikang Xiao",kimi-k2.6-think,T0,1,0.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",qwen3-235b-a22b-think,T0,1,0.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",llama-3.3-70b,T0,0,0.3000,imo_gold
imo_yikang_xiao,"Yikang Xiao",llama-4-maverick,T0,0,0.7000,imo_gold
imo_yikang_xiao,"Yikang Xiao",glm-4-32b,T0,0,0.8000,imo_gold
imo_yikang_xiao,"Yikang Xiao",mistral-large,T0,0,0.6000,imo_gold
imo_yikang_xiao,"Yikang Xiao",mistral-medium-3.1,T0,0,0.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",deepseek-v4-flash-think,T0,0,1.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",mistral-small-24b,T0,1,0.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",qwen3-8b-think,T0,1,0.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",gemini-3.1-pro,T0,0,0.5000,imo_gold
imo_yikang_xiao,"Yikang Xiao",qwen3-32b-think,T0,0,0.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",llama-3.1-8b,T0,0,0.8000,imo_gold
imo_yikang_xiao,"Yikang Xiao",gpt-oss-20b-think,T0,1,0.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",llama-3.2-1b,T0,0,0.5400,imo_gold
imo_yikang_xiao,"Yikang Xiao",gemma-3-12b,T0,0,0.4000,imo_gold
imo_yikang_xiao,"Yikang Xiao",phi-4,T0,0,0.3500,imo_gold
imo_yikang_xiao,"Yikang Xiao",gemma-3-4b,T0,0,0.4000,imo_gold
imo_yikang_xiao,"Yikang Xiao",ernie-4.5-300b-a47b,T0,0,1.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",gemma-4-31b,T0,0,0.3200,imo_gold
imo_yikang_xiao,"Yikang Xiao",deepseek-v4-pro-think,T0,0,0.7000,imo_gold
imo_yikang_xiao,"Yikang Xiao",deepseek-v3.2-think,T0,0,0.8000,imo_gold
imo_yikang_xiao,"Yikang Xiao",ministral-3b,T0,0,0.1600,imo_gold
imo_yikang_xiao,"Yikang Xiao",glm-4.7-think,T0,1,0.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",minimax-m2.7-think,T0,0,0.6000,imo_gold
imo_sureyya_emre_kurt,"Süreyya Emre Kurt",qwen3.5-397b-a17b-think,T0,0,0.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",glm-5.1-think,T0,0,0.8000,imo_gold
imo_yikang_xiao,"Yikang Xiao",qwen3.5-397b-a17b-think,T0,0,0.0000,imo_gold
imo_yikang_xiao,"Yikang Xiao",gemini-2.5-pro-think,T0,0,0.8000,imo_gold
imo_janos_nagy,"János Nagy",gpt-5.3,T0,1,0.0000,imo_gold
imo_janos_nagy,"János Nagy",gpt-5.4,T0,1,0.0000,imo_gold
imo_janos_nagy,"János Nagy",grok-4.20-think,T0,1,0.0000,imo_gold
imo_janos_nagy,"János Nagy",gemini-3.1-pro,T0,1,0.0000,imo_gold
imo_janos_nagy,"János Nagy",claude-opus-4.6-think,T0,0,0.0000,imo_gold
imo_janos_nagy,"János Nagy",claude-sonnet-4.6-think,T0,0,0.0000,imo_gold
imo_janos_nagy,"János Nagy",gpt-5.5-think,T0,0,0.7000,imo_gold
imo_janos_nagy,"János Nagy",gemini-2.5-pro-think,T0,0,0.0000,imo_gold
imo_janos_nagy,"János Nagy",llama-4-maverick,T0,0,0.5000,imo_gold
imo_janos_nagy,"János Nagy",kimi-k2,T0,0,0.7000,imo_gold
imo_janos_nagy,"János Nagy",mistral-large,T0,0,0.0000,imo_gold
imo_janos_nagy,"János Nagy",deepseek-v4-flash-think,T0,1,0.0000,imo_gold
imo_janos_nagy,"János Nagy",deepseek-v3.2-think,T0,1,0.0000,imo_gold
imo_janos_nagy,"János Nagy",mistral-medium-3.1,T0,0,0.0000,imo_gold
imo_janos_nagy,"János Nagy",glm-4-32b,T0,0,0.6000,imo_gold
imo_janos_nagy,"János Nagy",qwen3-235b-a22b-think,T0,1,0.0000,imo_gold
imo_janos_nagy,"János Nagy",gemma-4-31b,T0,0,0.3500,imo_gold
imo_janos_nagy,"János Nagy",qwen3-8b-think,T0,1,0.0000,imo_gold
imo_janos_nagy,"János Nagy",kimi-k2.6-think,T0,1,0.0000,imo_gold
imo_janos_nagy,"János Nagy",gemini-3-flash-think,T0,0,1.0000,imo_gold
imo_janos_nagy,"János Nagy",phi-4,T0,0,0.5600,imo_gold
imo_janos_nagy,"János Nagy",llama-3.3-70b,T0,0,0.5000,imo_gold
imo_janos_nagy,"János Nagy",mistral-small-24b,T0,0,0.6000,imo_gold
imo_janos_nagy,"János Nagy",llama-3.1-8b,T0,0,0.4000,imo_gold
imo_janos_nagy,"János Nagy",qwen3-32b-think,T0,0,0.0000,imo_gold
imo_janos_nagy,"János Nagy",llama-3.2-1b,T0,0,0.6000,imo_gold
imo_janos_nagy,"János Nagy",gpt-oss-20b-think,T0,1,0.0000,imo_gold
imo_janos_nagy,"János Nagy",ernie-4.5-300b-a47b,T0,0,0.8000,imo_gold
imo_janos_nagy,"János Nagy",gemma-3-12b,T0,0,0.8000,imo_gold
imo_janos_nagy,"János Nagy",grok-4,T0,0,0.0000,imo_gold
imo_janos_nagy,"János Nagy",ministral-3b,T0,0,0.7000,imo_gold
imo_janos_nagy,"János Nagy",glm-4.7-think,T0,1,0.0000,imo_gold
imo_janos_nagy,"János Nagy",minimax-m2.7-think,T0,1,0.0000,imo_gold
imo_janos_nagy,"János Nagy",deepseek-v4-pro-think,T0,0,1.0000,imo_gold
imo_janos_nagy,"János Nagy",gemma-3-4b,T0,0,0.4000,imo_gold
imo_vasily_mokin,"Vasily Mokin",gpt-5.4,T0,1,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",gpt-5.3,T0,1,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",grok-4.20-think,T0,1,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",claude-sonnet-4.6-think,T0,1,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",claude-opus-4.6-think,T0,1,0.0000,imo_gold
imo_janos_nagy,"János Nagy",qwen3.5-397b-a17b-think,T0,0,0.8000,imo_gold
imo_vasily_mokin,"Vasily Mokin",gemini-3.1-pro,T0,1,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",gemini-3-flash-think,T0,1,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",llama-4-maverick,T0,0,0.8000,imo_gold
imo_vasily_mokin,"Vasily Mokin",gpt-5.5-think,T0,0,0.6000,imo_gold
imo_vasily_mokin,"Vasily Mokin",kimi-k2.6-think,T0,1,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",kimi-k2,T0,0,0.8000,imo_gold
imo_vasily_mokin,"Vasily Mokin",glm-5.1-think,T0,1,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",deepseek-v4-pro-think,T0,1,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",grok-4,T0,0,0.4000,imo_gold
imo_vasily_mokin,"Vasily Mokin",qwen3-235b-a22b-think,T0,1,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",mistral-medium-3.1,T0,0,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",glm-4-32b,T0,0,0.4000,imo_gold
imo_vasily_mokin,"Vasily Mokin",mistral-small-24b,T0,1,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",deepseek-v4-flash-think,T0,1,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",mistral-large,T0,0,0.6000,imo_gold
imo_vasily_mokin,"Vasily Mokin",llama-3.3-70b,T0,0,0.4000,imo_gold
imo_vasily_mokin,"Vasily Mokin",qwen3-8b-think,T0,1,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",gemini-2.5-pro-think,T0,0,0.8000,imo_gold
imo_vasily_mokin,"Vasily Mokin",phi-4,T0,0,0.7000,imo_gold
imo_vasily_mokin,"Vasily Mokin",gemma-4-31b,T0,0,0.4000,imo_gold
imo_vasily_mokin,"Vasily Mokin",deepseek-v3.2-think,T0,0,1.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",minimax-m2.7-think,T0,1,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",llama-3.2-1b,T0,0,0.6000,imo_gold
imo_vasily_mokin,"Vasily Mokin",llama-3.1-8b,T0,0,0.5000,imo_gold
imo_vasily_mokin,"Vasily Mokin",ministral-3b,T0,0,0.3200,imo_gold
imo_vasily_mokin,"Vasily Mokin",glm-4.7-think,T0,1,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",qwen3-32b-think,T0,1,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",gemma-3-12b,T0,0,0.7000,imo_gold
imo_vasily_mokin,"Vasily Mokin",gemma-3-4b,T0,0,0.4000,imo_gold
imo_vasily_mokin,"Vasily Mokin",ernie-4.5-300b-a47b,T0,0,1.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",gpt-oss-20b-think,T0,1,0.0000,imo_gold
imo_janos_nagy,"János Nagy",glm-5.1-think,T0,1,0.0000,imo_gold
imo_vasily_mokin,"Vasily Mokin",qwen3.5-397b-a17b-think,T0,0,0.0000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",gpt-5.3,T0,1,0.0000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",gpt-5.4,T0,0,0.5000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",grok-4.20-think,T0,1,0.0000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",gemini-3.1-pro,T0,1,0.0000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",claude-opus-4.6-think,T0,0,0.8000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",kimi-k2.6-think,T0,1,0.0000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",claude-sonnet-4.6-think,T0,0,0.6000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",kimi-k2,T0,0,0.6000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",gpt-5.5-think,T0,0,0.7000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",mistral-large,T0,0,0.0000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",gemini-3-flash-think,T0,0,0.5000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",llama-4-maverick,T0,0,0.5000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",qwen3-235b-a22b-think,T0,1,0.0000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",gemini-2.5-pro-think,T0,0,0.0000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",mistral-medium-3.1,T0,0,0.0000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",qwen3-32b-think,T0,1,0.0000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",llama-3.3-70b,T0,0,0.6000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",glm-4-32b,T0,0,0.6000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",deepseek-v4-pro-think,T0,0,0.8000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",deepseek-v3.2-think,T0,0,1.0000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",mistral-small-24b,T0,0,0.0000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",deepseek-v4-flash-think,T0,0,0.8000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",llama-3.1-8b,T0,0,0.0000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",qwen3-8b-think,T0,0,0.0000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",minimax-m2.7-think,T0,1,0.0000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",llama-3.2-1b,T0,0,0.3500,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",ernie-4.5-300b-a47b,T0,0,0.7000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",gemma-4-31b,T0,0,1.0000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",ministral-3b,T0,0,0.3200,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",phi-4,T0,0,0.3000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",gemma-3-4b,T0,0,0.1600,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",glm-4.7-think,T0,0,0.8000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",gpt-oss-20b-think,T0,1,0.0000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",grok-4,T0,0,0.5000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",gemma-3-12b,T0,0,0.2400,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",glm-5.1-think,T0,0,0.7000,imo_gold
imo_bumsoo_kim,"Bumsoo Kim",qwen3.5-397b-a17b-think,T0,0,0.0000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",gpt-5.3,T0,1,0.0000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",grok-4.20-think,T0,1,0.0000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",gpt-5.4,T0,0,0.6000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",gemini-3.1-pro,T0,1,0.0000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",gemini-3-flash-think,T0,0,0.5000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",claude-sonnet-4.6-think,T0,0,0.9000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",mistral-large,T0,0,0.0000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",kimi-k2,T0,0,0.5000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",llama-4-maverick,T0,0,0.8000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",gpt-5.5-think,T0,0,0.7000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",mistral-medium-3.1,T0,0,0.0000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",claude-opus-4.6-think,T0,0,0.8000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",gemini-2.5-pro-think,T0,0,0.7000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",glm-4-32b,T0,0,0.7000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",llama-3.3-70b,T0,0,0.8000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",deepseek-v4-flash-think,T0,0,0.7000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",gemma-4-31b,T0,0,0.4800,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",grok-4,T0,1,0.0000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",mistral-small-24b,T0,0,0.5000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",gpt-5.4,T0,1,0.0000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",qwen3-32b-think,T0,0,0.0000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",llama-3.1-8b,T0,0,0.4000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",gemma-3-12b,T0,0,0.5000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",llama-3.2-1b,T0,0,0.2800,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",gpt-5.3,T0,1,0.0000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",qwen3-8b-think,T0,0,0.7000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",ministral-3b,T0,0,0.2400,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",grok-4.20-think,T0,1,0.0000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",phi-4,T0,0,0.2800,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",kimi-k2,T0,1,0.0000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",deepseek-v3.2-think,T0,0,0.7000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",gemini-3-flash-think,T0,0,0.7000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",claude-sonnet-4.6-think,T0,0,0.0000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",claude-opus-4.6-think,T0,0,0.7000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",gpt-oss-20b-think,T0,1,0.0000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",grok-4,T0,1,0.0000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",gpt-5.5-think,T0,0,0.5000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",gemini-3.1-pro,T0,1,0.0000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",deepseek-v4-flash-think,T0,1,0.0000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",llama-4-maverick,T0,0,0.7000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",gemini-2.5-pro-think,T0,0,0.0000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",mistral-large,T0,0,0.0000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",glm-4.7-think,T0,1,0.0000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",deepseek-v3.2-think,T0,0,0.0000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",qwen3-235b-a22b-think,T0,1,0.0000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",mistral-medium-3.1,T0,0,0.0000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",deepseek-v4-pro-think,T0,0,0.7000,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",ernie-4.5-300b-a47b,T0,0,0.4900,imo_gold
imo_alexey_pakharev,"Alexey Pakharev",gemma-3-4b,T0,0,0.7000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",minimax-m2.7-think,T0,1,0.0000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",kimi-k2.6-think,T0,1,0.0000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",gemma-4-31b,T0,0,0.5000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",qwen3-8b-think,T0,0,0.0000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",mistral-small-24b,T0,0,0.0000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",phi-4,T0,0,0.0000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",llama-3.3-70b,T0,0,0.5000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",qwen3-32b-think,T0,1,0.0000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",glm-4-32b,T0,0,0.5400,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",llama-3.2-1b,T0,0,0.4000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",ministral-3b,T0,0,0.0000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",glm-5.1-think,T0,1,0.0000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",glm-4.7-think,T0,0,0.7000,imo_gold
imo_mikhail_grigorev,"Mikhail Grigorev",llama-3.1-8b,T0,0,0.0000,imo_gold
