entity_id,entity_name,model_id,is_refusal,coverage,accuracy,score,embedding_sim
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",deepseek-v4-flash-think,0,0.800,1.000,0.800,0.950
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",mistral-small-24b,1,0.000,0.000,0.000,0.425
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",qwen3-8b-think,1,0.000,0.000,0.000,0.425
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",gpt-oss-20b-think,1,0.000,0.000,0.000,0.425
noird_g_song_fangrui_2010,"Song Fangrui (宋方睿)",qwen3.5-397b-a17b-think,0,0.000,0.000,0.000,0.856
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",llama-3.1-8b,0,0.000,0.000,0.000,0.908
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",phi-4,0,0.700,0.500,0.350,0.909
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",gemma-3-12b,0,0.700,1.000,0.700,0.932
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",minimax-m3-think,1,0.000,0.000,0.000,0.425
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",kimi-k2.7-code-think,1,0.000,0.000,0.000,0.425
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",nemotron-3-ultra-think,1,0.000,0.000,0.000,0.425
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",glm-5.2-think,1,0.000,0.000,0.000,0.425
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",nemotron-3-nano-30b-think,1,0.000,0.000,0.000,0.425
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",gemma-3-4b,0,0.300,1.000,0.300,0.932
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",gemma-4-31b,0,0.700,1.000,0.700,0.937
noird_g_gao_xin_2010,"Gao Xin (高欣)",gpt-5.3,1,0.000,0.000,0.000,0.452
noird_g_gao_xin_2010,"Gao Xin (高欣)",claude-opus-4.6-think,1,0.000,0.000,0.000,0.452
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",claude-fable-5-think,0,0.000,0.000,0.000,0.901
noird_g_gao_xin_2010,"Gao Xin (高欣)",gpt-5.4,0,0.400,1.000,0.400,0.918
noird_g_gao_xin_2010,"Gao Xin (高欣)",claude-sonnet-4.6-think,1,0.000,0.000,0.000,0.452
noird_g_gao_xin_2010,"Gao Xin (高欣)",deepseek-v4-pro-think,1,0.000,0.000,0.000,0.452
noird_g_gao_xin_2010,"Gao Xin (高欣)",gemini-3.1-pro,1,0.000,0.000,0.000,0.420
noird_g_gao_xin_2010,"Gao Xin (高欣)",gemini-3-flash-think,0,1.000,1.000,1.000,0.906
noird_g_gao_xin_2010,"Gao Xin (高欣)",gpt-5.5-think,0,0.700,1.000,0.700,0.943
noird_g_gao_xin_2010,"Gao Xin (高欣)",kimi-k2.6-think,1,0.000,0.000,0.000,0.452
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",step-3.7-flash-think,0,0.800,1.000,0.800,0.948
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",minimax-m2.7-think,0,0.600,1.000,0.600,0.949
noird_g_gao_xin_2010,"Gao Xin (高欣)",llama-4-maverick,0,0.800,1.000,0.800,0.955
noird_g_gao_xin_2010,"Gao Xin (高欣)",gemini-2.5-pro-think,0,1.000,1.000,1.000,0.923
noird_g_gao_xin_2010,"Gao Xin (高欣)",qwen3-235b-a22b-think,0,0.000,0.000,0.000,0.852
noird_g_gao_xin_2010,"Gao Xin (高欣)",qwen3-32b-think,1,0.000,0.000,0.000,0.452
noird_g_gao_xin_2010,"Gao Xin (高欣)",glm-5.1-think,1,0.000,0.000,0.000,0.452
noird_g_gao_xin_2010,"Gao Xin (高欣)",llama-3.3-70b,0,0.000,0.000,0.000,0.932
noird_g_gao_xin_2010,"Gao Xin (高欣)",deepseek-v3.2-think,1,0.000,0.000,0.000,0.452
noird_g_gao_xin_2010,"Gao Xin (高欣)",phi-4,0,0.600,1.000,0.600,0.914
noird_g_gao_xin_2010,"Gao Xin (高欣)",gemma-4-31b,0,0.600,0.700,0.420,0.936
noird_g_gao_xin_2010,"Gao Xin (高欣)",mistral-small-24b,1,0.000,0.000,0.000,0.420
noird_g_gao_xin_2010,"Gao Xin (高欣)",qwen3-8b-think,0,0.600,1.000,0.600,0.934
noird_g_gao_xin_2010,"Gao Xin (高欣)",gemma-3-12b,0,0.700,0.700,0.490,0.846
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",qwen3.7-max-think,1,0.000,0.000,0.000,0.425
noird_g_gao_xin_2010,"Gao Xin (高欣)",gpt-oss-20b-think,1,0.000,0.000,0.000,0.452
noird_g_gao_xin_2010,"Gao Xin (高欣)",deepseek-v4-flash-think,0,1.000,1.000,1.000,0.950
noird_g_gao_xin_2010,"Gao Xin (高欣)",minimax-m2.7-think,1,0.000,0.000,0.000,0.452
noird_g_gao_xin_2010,"Gao Xin (高欣)",llama-3.1-8b,0,0.000,0.000,0.000,0.923
noird_g_gao_xin_2010,"Gao Xin (高欣)",claude-fable-5-think,0,0.000,0.000,0.000,0.876
noird_g_gao_xin_2010,"Gao Xin (高欣)",glm-4.7-think,1,0.000,0.000,0.000,0.452
noird_g_gao_xin_2010,"Gao Xin (高欣)",minimax-m3-think,0,0.000,0.000,0.000,0.811
noird_g_gao_xin_2010,"Gao Xin (高欣)",nemotron-3-ultra-think,1,0.000,0.000,0.000,0.452
noird_g_gao_xin_2010,"Gao Xin (高欣)",step-3.7-flash-think,1,0.000,0.000,0.000,0.452
noird_g_gao_xin_2010,"Gao Xin (高欣)",glm-5.2-think,1,0.000,0.000,0.000,0.452
noird_g_gao_xin_2010,"Gao Xin (高欣)",kimi-k2.7-code-think,0,0.600,1.000,0.600,0.961
noird_g_gao_xin_2010,"Gao Xin (高欣)",gemma-3-4b,0,0.500,0.400,0.200,0.908
noird_g_he_pufan_2010,"He Pufan (何朴藩)",gpt-5.3,1,0.000,0.000,0.000,0.458
noird_g_he_pufan_2010,"He Pufan (何朴藩)",claude-opus-4.6-think,1,0.000,0.000,0.000,0.458
noird_g_gao_xin_2010,"Gao Xin (高欣)",nemotron-3-nano-30b-think,0,0.700,0.700,0.490,0.948
noird_g_he_pufan_2010,"He Pufan (何朴藩)",gpt-5.4,0,0.500,1.000,0.500,0.886
noird_g_he_pufan_2010,"He Pufan (何朴藩)",deepseek-v4-pro-think,1,0.000,0.000,0.000,0.458
noird_g_he_pufan_2010,"He Pufan (何朴藩)",gpt-5.5-think,0,0.700,1.000,0.700,0.921
noird_g_he_pufan_2010,"He Pufan (何朴藩)",gemini-3-flash-think,0,1.000,1.000,1.000,0.933
noird_g_he_pufan_2010,"He Pufan (何朴藩)",claude-sonnet-4.6-think,0,0.400,1.000,0.400,0.879
noird_g_he_pufan_2010,"He Pufan (何朴藩)",gemini-3.1-pro,1,0.000,0.000,0.000,0.458
noird_g_gao_xin_2010,"Gao Xin (高欣)",qwen3.7-max-think,1,0.000,0.000,0.000,0.452
noird_g_he_pufan_2010,"He Pufan (何朴藩)",glm-5.1-think,1,0.000,0.000,0.000,0.458
noird_g_zhou_yichao_2010,"Zhou Yichao (周奕超)",qwen3.5-397b-a17b-think,0,0.000,0.000,0.000,0.824
noird_g_he_pufan_2010,"He Pufan (何朴藩)",kimi-k2.6-think,1,0.000,0.000,0.000,0.458
noird_g_he_pufan_2010,"He Pufan (何朴藩)",qwen3-235b-a22b-think,1,0.000,0.000,0.000,0.458
noird_g_he_pufan_2010,"He Pufan (何朴藩)",llama-4-maverick,0,0.400,0.700,0.280,0.959
noird_g_he_pufan_2010,"He Pufan (何朴藩)",gemini-2.5-pro-think,0,1.000,0.400,0.400,0.896
noird_g_he_pufan_2010,"He Pufan (何朴藩)",qwen3-8b-think,1,0.000,0.000,0.000,0.458
noird_g_he_pufan_2010,"He Pufan (何朴藩)",glm-4.7-think,0,0.800,1.000,0.800,0.906
noird_g_he_pufan_2010,"He Pufan (何朴藩)",gemma-4-31b,0,0.800,1.000,0.800,0.951
noird_g_he_pufan_2010,"He Pufan (何朴藩)",llama-3.3-70b,0,0.500,1.000,0.500,0.916
noird_g_he_pufan_2010,"He Pufan (何朴藩)",mistral-small-24b,0,0.000,0.000,0.000,0.897
noird_g_he_pufan_2010,"He Pufan (何朴藩)",gemma-3-12b,0,0.700,1.000,0.700,0.916
noird_g_he_pufan_2010,"He Pufan (何朴藩)",gpt-oss-20b-think,1,0.000,0.000,0.000,0.458
noird_g_he_pufan_2010,"He Pufan (何朴藩)",phi-4,0,0.700,0.900,0.630,0.924
noird_g_he_pufan_2010,"He Pufan (何朴藩)",deepseek-v3.2-think,0,0.800,1.000,0.800,0.962
noird_g_he_pufan_2010,"He Pufan (何朴藩)",minimax-m2.7-think,1,0.000,0.000,0.000,0.458
noird_g_he_pufan_2010,"He Pufan (何朴藩)",qwen3-32b-think,1,0.000,0.000,0.000,0.458
noird_g_he_pufan_2010,"He Pufan (何朴藩)",deepseek-v4-flash-think,0,0.800,1.000,0.800,0.950
noird_g_he_pufan_2010,"He Pufan (何朴藩)",step-3.7-flash-think,1,0.000,0.000,0.000,0.458
noird_g_he_pufan_2010,"He Pufan (何朴藩)",claude-fable-5-think,0,0.000,0.000,0.000,0.863
noird_g_he_pufan_2010,"He Pufan (何朴藩)",nemotron-3-nano-30b-think,1,0.000,0.000,0.000,0.458
noird_g_he_pufan_2010,"He Pufan (何朴藩)",glm-5.2-think,1,0.000,0.000,0.000,0.458
noird_g_he_pufan_2010,"He Pufan (何朴藩)",nemotron-3-ultra-think,1,0.000,0.000,0.000,0.458
noird_g_wu_que_2010,"Wu Que (吴确)",gpt-5.3,1,0.000,0.000,0.000,0.448
noird_g_wu_que_2010,"Wu Que (吴确)",claude-opus-4.6-think,1,0.000,0.000,0.000,0.448
noird_g_he_pufan_2010,"He Pufan (何朴藩)",kimi-k2.7-code-think,1,0.000,0.000,0.000,0.458
noird_g_he_pufan_2010,"He Pufan (何朴藩)",minimax-m3-think,0,1.000,0.400,0.400,0.939
noird_g_wu_que_2010,"Wu Que (吴确)",gpt-5.4,0,0.700,1.000,0.700,0.904
noird_g_he_pufan_2010,"He Pufan (何朴藩)",llama-3.1-8b,0,0.400,1.000,0.400,0.951
noird_g_gao_xin_2010,"Gao Xin (高欣)",qwen3.5-397b-a17b-think,0,0.600,1.000,0.600,0.865
noird_g_wu_que_2010,"Wu Que (吴确)",deepseek-v3.2-think,1,0.000,0.000,0.000,0.448
noird_g_wu_que_2010,"Wu Que (吴确)",gpt-5.5-think,0,0.700,1.000,0.700,0.937
noird_g_he_pufan_2010,"He Pufan (何朴藩)",gemma-3-4b,0,0.400,1.000,0.400,0.903
noird_g_wu_que_2010,"Wu Que (吴确)",gemini-3.1-pro,1,0.000,0.000,0.000,0.448
noird_g_wu_que_2010,"Wu Que (吴确)",deepseek-v4-pro-think,0,1.000,1.000,1.000,0.862
noird_g_wu_que_2010,"Wu Que (吴确)",claude-sonnet-4.6-think,0,0.700,1.000,0.700,0.896
noird_g_he_pufan_2010,"He Pufan (何朴藩)",qwen3.7-max-think,1,0.000,0.000,0.000,0.458
noird_g_wu_que_2010,"Wu Que (吴确)",gemini-3-flash-think,0,1.000,1.000,1.000,0.883
noird_g_wu_que_2010,"Wu Que (吴确)",llama-4-maverick,0,0.000,0.000,0.000,0.888
noird_g_wu_que_2010,"Wu Que (吴确)",llama-3.3-70b,1,0.000,0.000,0.000,0.448
noird_g_wu_que_2010,"Wu Que (吴确)",qwen3-32b-think,1,0.000,0.000,0.000,0.448
noird_g_wu_que_2010,"Wu Que (吴确)",qwen3-235b-a22b-think,1,0.000,0.000,0.000,0.421
noird_g_wu_que_2010,"Wu Que (吴确)",gemini-2.5-pro-think,0,1.000,1.000,1.000,0.914
noird_g_wu_que_2010,"Wu Que (吴确)",gemma-4-31b,0,0.700,0.700,0.490,0.941
noird_g_wu_que_2010,"Wu Que (吴确)",qwen3-8b-think,0,0.000,0.000,0.000,0.915
noird_g_wu_que_2010,"Wu Que (吴确)",deepseek-v4-flash-think,0,0.800,1.000,0.800,0.932
noird_g_wu_que_2010,"Wu Que (吴确)",llama-3.1-8b,0,0.400,1.000,0.400,0.889
noird_g_wu_que_2010,"Wu Que (吴确)",mistral-small-24b,1,0.000,0.000,0.000,0.421
noird_g_wu_que_2010,"Wu Que (吴确)",glm-5.1-think,1,0.000,0.000,0.000,0.448
noird_g_wu_que_2010,"Wu Que (吴确)",kimi-k2.6-think,1,0.000,0.000,0.000,0.448
noird_g_wu_que_2010,"Wu Que (吴确)",glm-4.7-think,1,0.000,0.000,0.000,0.448
noird_g_wu_que_2010,"Wu Que (吴确)",gpt-oss-20b-think,1,0.000,0.000,0.000,0.448
noird_g_wu_que_2010,"Wu Que (吴确)",gemma-3-4b,0,0.300,0.400,0.120,0.860
noird_g_wu_que_2010,"Wu Que (吴确)",claude-fable-5-think,0,0.000,0.000,0.000,0.887
noird_g_wu_que_2010,"Wu Que (吴确)",minimax-m3-think,0,0.000,0.000,0.000,0.866
noird_g_wu_que_2010,"Wu Que (吴确)",glm-5.2-think,0,0.600,1.000,0.600,0.922
noird_g_wu_que_2010,"Wu Que (吴确)",kimi-k2.7-code-think,0,0.400,1.000,0.400,0.747
noird_g_wu_que_2010,"Wu Que (吴确)",nemotron-3-ultra-think,1,0.000,0.000,0.000,0.448
noird_g_wu_que_2010,"Wu Que (吴确)",nemotron-3-nano-30b-think,1,0.000,0.000,0.000,0.414
noird_g_wu_que_2010,"Wu Que (吴确)",phi-4,0,0.000,0.000,0.000,0.890
noird_g_wu_que_2010,"Wu Que (吴确)",gemma-3-12b,0,0.700,0.700,0.490,0.888
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",gpt-5.3,1,0.000,0.000,0.000,0.433
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",claude-opus-4.6-think,1,0.000,0.000,0.000,0.433
noird_g_wu_que_2010,"Wu Que (吴确)",minimax-m2.7-think,1,0.000,0.000,0.000,0.448
noird_g_wu_que_2010,"Wu Que (吴确)",qwen3.7-max-think,1,0.000,0.000,0.000,0.448
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",gpt-5.4,0,0.600,1.000,0.600,0.846
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",gpt-5.5-think,1,0.000,0.000,0.000,0.433
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",deepseek-v4-pro-think,1,0.000,0.000,0.000,0.433
noird_g_wu_que_2010,"Wu Que (吴确)",step-3.7-flash-think,0,0.700,1.000,0.700,0.928
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",gemini-3-flash-think,0,1.000,1.000,1.000,0.923
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",gemini-3.1-pro,1,0.000,0.000,0.000,0.433
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",claude-sonnet-4.6-think,0,0.600,1.000,0.600,0.866
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",kimi-k2.6-think,1,0.000,0.000,0.000,0.433
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",qwen3-235b-a22b-think,1,0.000,0.000,0.000,0.433
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",llama-4-maverick,0,0.600,1.000,0.600,0.954
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",deepseek-v3.2-think,0,0.800,1.000,0.800,0.941
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",glm-4.7-think,1,0.000,0.000,0.000,0.433
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",qwen3-32b-think,1,0.000,0.000,0.000,0.433
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",gemma-4-31b,0,0.900,1.000,0.900,0.907
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",deepseek-v4-flash-think,0,0.800,1.000,0.800,0.915
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",qwen3-8b-think,0,0.000,0.000,0.000,0.879
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",phi-4,0,0.700,1.000,0.700,0.944
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",mistral-small-24b,1,0.000,0.000,0.000,0.400
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",gemma-3-12b,0,0.800,1.000,0.800,0.918
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",gpt-oss-20b-think,1,0.000,0.000,0.000,0.433
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",minimax-m2.7-think,1,0.000,0.000,0.000,0.433
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",glm-5.1-think,1,0.000,0.000,0.000,0.433
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",claude-fable-5-think,0,0.000,0.000,0.000,0.884
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",glm-5.2-think,1,0.000,0.000,0.000,0.433
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",llama-3.1-8b,0,0.400,1.000,0.400,0.897
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",llama-3.3-70b,0,0.000,0.000,0.000,0.841
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",nemotron-3-ultra-think,1,0.000,0.000,0.000,0.433
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",step-3.7-flash-think,1,0.000,0.000,0.000,0.433
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",minimax-m3-think,0,0.000,0.000,0.000,0.875
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",gpt-5.4,1,0.000,0.000,0.000,0.440
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",gpt-5.3,1,0.000,0.000,0.000,0.440
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",kimi-k2.7-code-think,1,0.000,0.000,0.000,0.433
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",claude-opus-4.6-think,1,0.000,0.000,0.000,0.440
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",gpt-5.5-think,1,0.000,0.000,0.000,0.440
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",claude-sonnet-4.6-think,1,0.000,0.000,0.000,0.402
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",nemotron-3-nano-30b-think,1,0.000,0.000,0.000,0.433
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",gemma-3-4b,0,0.700,1.000,0.700,0.949
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",gemini-3.1-pro,1,0.000,0.000,0.000,0.402
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",deepseek-v4-pro-think,1,0.000,0.000,0.000,0.440
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",gemini-3-flash-think,0,1.000,1.000,1.000,0.907
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",kimi-k2.6-think,1,0.000,0.000,0.000,0.440
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",qwen3.5-397b-a17b-think,0,0.000,0.000,0.000,0.834
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",llama-4-maverick,0,0.800,1.000,0.800,0.944
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",deepseek-v3.2-think,0,1.000,1.000,1.000,0.904
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",deepseek-v4-flash-think,1,0.000,0.000,0.000,0.440
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",glm-5.1-think,1,0.000,0.000,0.000,0.440
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",qwen3-32b-think,1,0.000,0.000,0.000,0.440
noird_g_wu_que_2010,"Wu Que (吴确)",qwen3.5-397b-a17b-think,0,0.000,0.000,0.000,0.795
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",gemma-4-31b,1,0.000,0.000,0.000,0.440
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",qwen3-235b-a22b-think,1,0.000,0.000,0.000,0.440
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",qwen3-8b-think,1,0.000,0.000,0.000,0.440
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",llama-3.3-70b,0,1.000,1.000,1.000,0.913
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",phi-4,0,1.000,1.000,1.000,0.929
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",mistral-small-24b,1,0.000,0.000,0.000,0.402
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",glm-4.7-think,1,0.000,0.000,0.000,0.440
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",gpt-oss-20b-think,1,0.000,0.000,0.000,0.440
noird_g_chen_xumin_2010,"Chen Xumin (陈许旻)",qwen3.7-max-think,0,0.900,1.000,0.900,0.950
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",gemma-3-4b,0,0.700,0.400,0.280,0.901
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",claude-fable-5-think,0,0.000,0.000,0.000,0.878
noird_s_liu_qipeng_2010,"Liu Qipeng (刘启鹏)",llama-3.1-8b,0,0.800,0.900,0.720,0.857
