entity_id,entity_name,model_id,is_refusal,coverage,accuracy,score,embedding_sim
gpt5_alexey_ivanov,"Alexey Ivanov",deepseek-v4-pro-think,1,0.000,0.000,0.000,0.522
gpt5_christina_kaplan,"Christina Kaplan",gemma-3-4b,0,0.400,0.100,0.040,0.826
gpt5_alexey_ivanov,"Alexey Ivanov",kimi-k2.6-think,1,0.000,0.000,0.000,0.467
gpt5_alexey_ivanov,"Alexey Ivanov",mistral-large,0,0.000,0.000,0.000,0.615
gpt5_alexey_ivanov,"Alexey Ivanov",kimi-k2,0,0.000,0.000,0.000,0.619
gpt5_alexey_ivanov,"Alexey Ivanov",qwen3-235b-a22b-think,0,0.000,0.000,0.000,0.616
gpt5_alexey_ivanov,"Alexey Ivanov",gemma-4-31b,1,0.000,0.000,0.000,0.522
gpt5_alexey_ivanov,"Alexey Ivanov",gemini-3.1-pro,1,0.000,0.000,0.000,0.467
gpt5_alexey_ivanov,"Alexey Ivanov",glm-4-32b,0,0.000,0.000,0.000,0.621
gpt5_alexey_ivanov,"Alexey Ivanov",mistral-medium-3.1,0,0.000,0.000,0.000,0.615
gpt5_alexey_ivanov,"Alexey Ivanov",ernie-4.5-300b-a47b,0,0.000,0.000,0.000,0.619
gpt5_alexey_ivanov,"Alexey Ivanov",gemma-3-12b,1,0.000,0.000,0.000,0.522
gpt5_christina_kaplan,"Christina Kaplan",deepseek-v3.2-think,1,0.000,0.000,0.000,0.452
gpt5_alexey_ivanov,"Alexey Ivanov",llama-4-maverick,0,0.000,0.000,0.000,0.923
gpt5_alexey_ivanov,"Alexey Ivanov",minimax-m2.7-think,0,0.000,0.000,0.000,0.607
gpt5_alexey_ivanov,"Alexey Ivanov",qwen3-8b-think,0,0.000,0.000,0.000,0.618
gpt5_christina_kaplan,"Christina Kaplan",gemini-2.5-pro-think,0,0.000,0.000,0.000,0.908
gpt5_alexey_ivanov,"Alexey Ivanov",mistral-small-24b,1,0.000,0.000,0.000,0.522
gpt5_alexey_ivanov,"Alexey Ivanov",deepseek-v4-flash-think,1,0.000,0.000,0.000,0.522
gpt5_alexey_ivanov,"Alexey Ivanov",claude-sonnet-4.6-think,0,0.000,0.000,0.000,0.916
gpt5_christina_kaplan,"Christina Kaplan",gemini-3-flash-think,1,0.000,0.000,0.000,0.513
gpt5_alexey_ivanov,"Alexey Ivanov",qwen3-32b-think,0,0.000,0.000,0.000,0.875
gpt5_alexey_ivanov,"Alexey Ivanov",ministral-3b,0,0.000,0.000,0.000,0.620
gpt5_joey_flynn,"Joey Flynn",gpt-5.3,1,0.000,0.000,0.000,0.510
gpt5_alexey_ivanov,"Alexey Ivanov",llama-3.2-1b,0,0.000,0.000,0.000,0.611
gpt5_joey_flynn,"Joey Flynn",gpt-5.5-think,1,0.000,0.000,0.000,0.510
gpt5_christina_kaplan,"Christina Kaplan",llama-3.3-70b,0,0.700,1.000,0.700,0.905
gpt5_alexey_ivanov,"Alexey Ivanov",gpt-oss-20b-think,1,0.000,0.000,0.000,0.522
gpt5_christina_kaplan,"Christina Kaplan",claude-sonnet-4.6-think,0,0.000,0.000,0.000,0.934
gpt5_alexey_ivanov,"Alexey Ivanov",gemini-3-flash-think,1,0.000,0.000,0.000,0.522
gpt5_alexey_ivanov,"Alexey Ivanov",phi-4,0,0.000,0.000,0.000,0.879
gpt5_joey_flynn,"Joey Flynn",grok-4.20-think,0,0.000,0.000,0.000,0.608
gpt5_joey_flynn,"Joey Flynn",grok-4,0,0.000,0.000,0.000,0.595
gpt5_christina_kaplan,"Christina Kaplan",glm-5.1-think,0,0.000,0.000,0.000,0.898
gpt5_joey_flynn,"Joey Flynn",kimi-k2,0,0.000,0.000,0.000,0.599
gpt5_alexey_ivanov,"Alexey Ivanov",llama-3.3-70b,0,0.400,1.000,0.400,0.862
gpt5_joey_flynn,"Joey Flynn",deepseek-v4-pro-think,1,0.000,0.000,0.000,0.510
gpt5_alexey_ivanov,"Alexey Ivanov",gemma-3-4b,0,0.700,0.400,0.280,0.793
gpt5_alexey_ivanov,"Alexey Ivanov",gemini-2.5-pro-think,0,0.000,0.000,0.000,0.905
gpt5_joey_flynn,"Joey Flynn",gpt-5.4,0,0.700,1.000,0.700,0.929
gpt5_joey_flynn,"Joey Flynn",mistral-large,0,0.000,0.000,0.000,0.588
gpt5_joey_flynn,"Joey Flynn",claude-opus-4.6-think,0,0.000,0.000,0.000,0.834
gpt5_joey_flynn,"Joey Flynn",gemma-4-31b,1,0.000,0.000,0.000,0.510
gpt5_alexey_ivanov,"Alexey Ivanov",llama-3.1-8b,0,0.000,0.000,0.000,0.882
gpt5_joey_flynn,"Joey Flynn",qwen3-235b-a22b-think,0,0.000,0.000,0.000,0.589
gpt5_joey_flynn,"Joey Flynn",glm-4-32b,0,0.000,0.000,0.000,0.599
gpt5_joey_flynn,"Joey Flynn",mistral-medium-3.1,0,0.000,0.000,0.000,0.588
gpt5_joey_flynn,"Joey Flynn",gemma-3-12b,1,0.000,0.000,0.000,0.510
gpt5_joey_flynn,"Joey Flynn",ernie-4.5-300b-a47b,0,0.000,0.000,0.000,0.599
gpt5_alexey_ivanov,"Alexey Ivanov",deepseek-v3.2-think,0,0.000,0.000,0.000,0.896
gpt5_joey_flynn,"Joey Flynn",claude-sonnet-4.6-think,0,0.000,0.000,0.000,0.873
gpt5_joey_flynn,"Joey Flynn",minimax-m2.7-think,0,0.000,0.000,0.000,0.586
gpt5_joey_flynn,"Joey Flynn",deepseek-v4-flash-think,1,0.000,0.000,0.000,0.510
gpt5_joey_flynn,"Joey Flynn",deepseek-v3.2-think,1,0.000,0.000,0.000,0.510
gpt5_joey_flynn,"Joey Flynn",qwen3-8b-think,0,0.000,0.000,0.000,0.594
gpt5_alexey_ivanov,"Alexey Ivanov",glm-4.7-think,0,0.000,0.000,0.000,0.920
gpt5_joey_flynn,"Joey Flynn",llama-3.2-1b,0,0.000,0.000,0.000,0.587
gpt5_joey_flynn,"Joey Flynn",phi-4,0,0.000,0.000,0.000,0.812
gpt5_joey_flynn,"Joey Flynn",llama-4-maverick,0,0.000,0.000,0.000,0.906
gpt5_joey_flynn,"Joey Flynn",ministral-3b,0,0.000,0.000,0.000,0.593
gpt5_alexey_ivanov,"Alexey Ivanov",glm-5.1-think,0,0.000,0.000,0.000,0.907
gpt5_jamie_kiros,"Jamie Kiros",gpt-5.3,1,0.000,0.000,0.000,0.522
gpt5_joey_flynn,"Joey Flynn",gpt-oss-20b-think,1,0.000,0.000,0.000,0.510
gpt5_joey_flynn,"Joey Flynn",gemini-2.5-pro-think,0,0.000,0.000,0.000,0.909
gpt5_joey_flynn,"Joey Flynn",llama-3.3-70b,0,0.400,1.000,0.400,0.879
gpt5_joey_flynn,"Joey Flynn",mistral-small-24b,1,0.000,0.000,0.000,0.458
gpt5_jamie_kiros,"Jamie Kiros",grok-4,0,0.000,0.000,0.000,0.591
gpt5_jamie_kiros,"Jamie Kiros",grok-4.20-think,0,0.000,0.000,0.000,0.611
gpt5_joey_flynn,"Joey Flynn",glm-5.1-think,1,0.000,0.000,0.000,0.458
gpt5_jamie_kiros,"Jamie Kiros",gpt-5.5-think,1,0.000,0.000,0.000,0.522
gpt5_jamie_kiros,"Jamie Kiros",kimi-k2,0,0.000,0.000,0.000,0.601
gpt5_joey_flynn,"Joey Flynn",qwen3-32b-think,0,0.000,0.000,0.000,0.925
gpt5_joey_flynn,"Joey Flynn",llama-3.1-8b,0,0.600,1.000,0.600,0.900
gpt5_jamie_kiros,"Jamie Kiros",mistral-large,0,0.000,0.000,0.000,0.594
gpt5_jamie_kiros,"Jamie Kiros",deepseek-v4-flash-think,1,0.000,0.000,0.000,0.462
gpt5_christina_kaplan,"Christina Kaplan",mistral-small-24b,0,0.000,0.000,0.000,0.851
gpt5_joey_flynn,"Joey Flynn",gemma-3-4b,0,0.700,0.100,0.070,0.791
gpt5_joey_flynn,"Joey Flynn",gemini-3-flash-think,0,0.200,0.100,0.020,0.800
gpt5_jamie_kiros,"Jamie Kiros",qwen3-235b-a22b-think,0,0.000,0.000,0.000,0.589
gpt5_jamie_kiros,"Jamie Kiros",llama-4-maverick,0,0.000,0.000,0.000,0.905
gpt5_jamie_kiros,"Jamie Kiros",glm-4-32b,0,0.000,0.000,0.000,0.597
gpt5_jamie_kiros,"Jamie Kiros",mistral-medium-3.1,0,0.000,0.000,0.000,0.594
gpt5_joey_flynn,"Joey Flynn",glm-4.7-think,1,0.000,0.000,0.000,0.510
gpt5_jamie_kiros,"Jamie Kiros",gemini-3-flash-think,0,0.400,0.100,0.040,0.774
gpt5_jamie_kiros,"Jamie Kiros",minimax-m2.7-think,0,0.000,0.000,0.000,0.590
gpt5_jamie_kiros,"Jamie Kiros",ernie-4.5-300b-a47b,0,0.000,0.000,0.000,0.601
gpt5_jamie_kiros,"Jamie Kiros",qwen3-8b-think,0,0.000,0.000,0.000,0.603
gpt5_jamie_kiros,"Jamie Kiros",mistral-small-24b,1,0.000,0.000,0.000,0.522
gpt5_jamie_kiros,"Jamie Kiros",gpt-5.4,0,0.600,1.000,0.600,0.844
gpt5_jamie_kiros,"Jamie Kiros",llama-3.1-8b,0,0.000,0.000,0.000,0.804
gpt5_jamie_kiros,"Jamie Kiros",llama-3.2-1b,0,0.000,0.000,0.000,0.591
gpt5_jamie_kiros,"Jamie Kiros",gemini-3.1-pro,0,0.600,0.500,0.300,0.743
gpt5_jamie_kiros,"Jamie Kiros",phi-4,0,0.000,0.000,0.000,0.862
gpt5_jamie_kiros,"Jamie Kiros",qwen3-32b-think,0,0.500,0.500,0.250,0.855
gpt5_jamie_kiros,"Jamie Kiros",ministral-3b,0,0.000,0.000,0.000,0.599
gpt5_ian_kivlichan,"Ian Kivlichan",gpt-5.3,1,0.000,0.000,0.000,0.520
gpt5_jamie_kiros,"Jamie Kiros",deepseek-v3.2-think,0,0.700,1.000,0.700,0.895
gpt5_jamie_kiros,"Jamie Kiros",gemma-4-31b,1,0.000,0.000,0.000,0.522
gpt5_jamie_kiros,"Jamie Kiros",gpt-oss-20b-think,1,0.000,0.000,0.000,0.522
gpt5_jamie_kiros,"Jamie Kiros",claude-sonnet-4.6-think,0,0.500,1.000,0.500,0.787
gpt5_ian_kivlichan,"Ian Kivlichan",grok-4.20-think,0,0.000,0.000,0.000,0.620
gpt5_ian_kivlichan,"Ian Kivlichan",grok-4,0,0.000,0.000,0.000,0.594
gpt5_jamie_kiros,"Jamie Kiros",gemma-3-12b,0,0.700,1.000,0.700,0.919
gpt5_joey_flynn,"Joey Flynn",gemini-3.1-pro,0,0.300,0.000,0.000,0.821
gpt5_ian_kivlichan,"Ian Kivlichan",gpt-5.4,0,0.700,1.000,0.700,0.882
gpt5_jamie_kiros,"Jamie Kiros",glm-5.1-think,0,0.200,0.200,0.040,0.787
gpt5_ian_kivlichan,"Ian Kivlichan",kimi-k2,0,0.000,0.000,0.000,0.611
gpt5_jamie_kiros,"Jamie Kiros",llama-3.3-70b,0,0.600,1.000,0.600,0.871
gpt5_jamie_kiros,"Jamie Kiros",gemini-2.5-pro-think,0,0.000,0.000,0.000,0.850
gpt5_joey_flynn,"Joey Flynn",kimi-k2.6-think,0,0.000,0.000,0.000,0.900
gpt5_jamie_kiros,"Jamie Kiros",deepseek-v4-pro-think,0,0.400,1.000,0.400,0.768
gpt5_ian_kivlichan,"Ian Kivlichan",mistral-large,0,0.000,0.000,0.000,0.601
gpt5_jamie_kiros,"Jamie Kiros",claude-opus-4.6-think,0,0.000,0.000,0.000,0.838
gpt5_ian_kivlichan,"Ian Kivlichan",qwen3-235b-a22b-think,0,0.000,0.000,0.000,0.601
gpt5_jamie_kiros,"Jamie Kiros",glm-4.7-think,1,0.000,0.000,0.000,0.462
gpt5_ian_kivlichan,"Ian Kivlichan",llama-4-maverick,0,0.000,0.000,0.000,0.885
gpt5_ian_kivlichan,"Ian Kivlichan",glm-4-32b,0,0.000,0.000,0.000,0.609
gpt5_jamie_kiros,"Jamie Kiros",gemma-3-4b,0,0.700,0.400,0.280,0.882
gpt5_ian_kivlichan,"Ian Kivlichan",claude-sonnet-4.6-think,0,0.500,1.000,0.500,0.873
gpt5_ian_kivlichan,"Ian Kivlichan",gemma-4-31b,1,0.000,0.000,0.000,0.520
gpt5_ian_kivlichan,"Ian Kivlichan",deepseek-v4-flash-think,0,0.000,0.000,0.000,0.904
gpt5_ian_kivlichan,"Ian Kivlichan",ernie-4.5-300b-a47b,0,0.000,0.000,0.000,0.611
gpt5_ian_kivlichan,"Ian Kivlichan",mistral-medium-3.1,0,0.000,0.000,0.000,0.601
gpt5_ian_kivlichan,"Ian Kivlichan",claude-opus-4.6-think,0,0.400,1.000,0.400,0.819
gpt5_ian_kivlichan,"Ian Kivlichan",qwen3-8b-think,0,0.000,0.000,0.000,0.607
gpt5_ian_kivlichan,"Ian Kivlichan",minimax-m2.7-think,0,0.000,0.000,0.000,0.594
gpt5_ian_kivlichan,"Ian Kivlichan",llama-3.2-1b,0,0.000,0.000,0.000,0.599
gpt5_ian_kivlichan,"Ian Kivlichan",qwen3-32b-think,0,0.000,0.000,0.000,0.912
gpt5_ian_kivlichan,"Ian Kivlichan",gemini-3-flash-think,0,0.600,0.400,0.240,0.814
gpt5_ian_kivlichan,"Ian Kivlichan",gpt-oss-20b-think,1,0.000,0.000,0.000,0.520
gpt5_ian_kivlichan,"Ian Kivlichan",gpt-5.5-think,0,0.500,1.000,0.500,0.843
gpt5_ian_kivlichan,"Ian Kivlichan",kimi-k2.6-think,1,0.000,0.000,0.000,0.520
gpt5_ian_kivlichan,"Ian Kivlichan",glm-4.7-think,1,0.000,0.000,0.000,0.520
gpt5_daniel_wright,"Daniel Wright",gpt-5.4,1,0.000,0.000,0.000,0.519
gpt5_ian_kivlichan,"Ian Kivlichan",phi-4,0,0.000,0.000,0.000,0.878
gpt5_ian_kivlichan,"Ian Kivlichan",ministral-3b,0,0.000,0.000,0.000,0.606
gpt5_ian_kivlichan,"Ian Kivlichan",llama-3.1-8b,0,0.500,1.000,0.500,0.795
gpt5_daniel_wright,"Daniel Wright",gpt-5.3,1,0.000,0.000,0.000,0.519
gpt5_daniel_wright,"Daniel Wright",gpt-5.5-think,1,0.000,0.000,0.000,0.519
gpt5_ian_kivlichan,"Ian Kivlichan",mistral-small-24b,0,0.000,0.000,0.000,0.578
gpt5_daniel_wright,"Daniel Wright",grok-4.20-think,0,0.000,0.000,0.000,0.615
gpt5_daniel_wright,"Daniel Wright",grok-4,0,0.000,0.000,0.000,0.586
gpt5_daniel_wright,"Daniel Wright",gemini-3.1-pro,1,0.000,0.000,0.000,0.458
gpt5_daniel_wright,"Daniel Wright",deepseek-v4-pro-think,1,0.000,0.000,0.000,0.519
gpt5_ian_kivlichan,"Ian Kivlichan",deepseek-v4-pro-think,0,0.400,0.200,0.080,0.825
gpt5_daniel_wright,"Daniel Wright",kimi-k2,0,0.000,0.000,0.000,0.602
gpt5_daniel_wright,"Daniel Wright",mistral-large,0,0.000,0.000,0.000,0.595
gpt5_ian_kivlichan,"Ian Kivlichan",gemma-3-4b,0,0.600,0.200,0.120,0.870
gpt5_daniel_wright,"Daniel Wright",kimi-k2.6-think,1,0.000,0.000,0.000,0.519
gpt5_daniel_wright,"Daniel Wright",claude-opus-4.6-think,0,0.000,0.000,0.000,0.897
gpt5_daniel_wright,"Daniel Wright",claude-sonnet-4.6-think,0,0.000,0.000,0.000,0.909
gpt5_ian_kivlichan,"Ian Kivlichan",llama-3.3-70b,0,0.600,1.000,0.600,0.867
gpt5_daniel_wright,"Daniel Wright",qwen3-235b-a22b-think,0,0.000,0.000,0.000,0.594
gpt5_ian_kivlichan,"Ian Kivlichan",gemini-3.1-pro,0,0.600,0.800,0.480,0.859
gpt5_daniel_wright,"Daniel Wright",glm-4-32b,0,0.000,0.000,0.000,0.605
gpt5_daniel_wright,"Daniel Wright",gemma-4-31b,1,0.000,0.000,0.000,0.519
gpt5_jamie_kiros,"Jamie Kiros",kimi-k2.6-think,0,0.000,0.000,0.000,0.896
gpt5_daniel_wright,"Daniel Wright",mistral-medium-3.1,0,0.000,0.000,0.000,0.595
gpt5_daniel_wright,"Daniel Wright",gemini-3-flash-think,0,0.500,0.300,0.150,0.807
gpt5_daniel_wright,"Daniel Wright",minimax-m2.7-think,0,0.000,0.000,0.000,0.587
gpt5_daniel_wright,"Daniel Wright",ernie-4.5-300b-a47b,0,0.000,0.000,0.000,0.602
gpt5_daniel_wright,"Daniel Wright",qwen3-8b-think,0,0.000,0.000,0.000,0.597
gpt5_daniel_wright,"Daniel Wright",mistral-small-24b,1,0.000,0.000,0.000,0.458
gpt5_daniel_wright,"Daniel Wright",llama-3.1-8b,0,0.000,0.000,0.000,0.567
gpt5_daniel_wright,"Daniel Wright",gemini-2.5-pro-think,0,0.000,0.000,0.000,0.924
gpt5_ian_kivlichan,"Ian Kivlichan",deepseek-v3.2-think,0,0.500,0.400,0.200,0.880
gpt5_daniel_wright,"Daniel Wright",qwen3-32b-think,1,0.000,0.000,0.000,0.519
gpt5_chen_shen,"Chen Shen",gpt-5.4,1,0.000,0.000,0.000,0.509
gpt5_ian_kivlichan,"Ian Kivlichan",glm-5.1-think,0,0.200,0.100,0.020,0.794
gpt5_daniel_wright,"Daniel Wright",deepseek-v4-flash-think,0,0.000,0.000,0.000,0.915
gpt5_daniel_wright,"Daniel Wright",llama-3.2-1b,0,0.000,0.000,0.000,0.594
gpt5_daniel_wright,"Daniel Wright",gpt-oss-20b-think,1,0.000,0.000,0.000,0.519
gpt5_daniel_wright,"Daniel Wright",phi-4,0,0.000,0.000,0.000,0.803
gpt5_daniel_wright,"Daniel Wright",ministral-3b,0,0.000,0.000,0.000,0.598
gpt5_daniel_wright,"Daniel Wright",llama-4-maverick,0,0.000,0.000,0.000,0.910
gpt5_chen_shen,"Chen Shen",gpt-5.3,1,0.000,0.000,0.000,0.509
gpt5_daniel_wright,"Daniel Wright",llama-3.3-70b,0,0.700,1.000,0.700,0.923
gpt5_chen_shen,"Chen Shen",gpt-5.5-think,1,0.000,0.000,0.000,0.509
gpt5_chen_shen,"Chen Shen",grok-4.20-think,0,0.000,0.000,0.000,0.610
gpt5_chen_shen,"Chen Shen",grok-4,0,0.000,0.000,0.000,0.586
gpt5_daniel_wright,"Daniel Wright",deepseek-v3.2-think,0,0.700,1.000,0.700,0.876
gpt5_chen_shen,"Chen Shen",kimi-k2,0,0.000,0.000,0.000,0.595
gpt5_chen_shen,"Chen Shen",deepseek-v4-pro-think,1,0.000,0.000,0.000,0.509
gpt5_ian_kivlichan,"Ian Kivlichan",gemma-3-12b,0,0.700,1.000,0.700,0.844
gpt5_chen_shen,"Chen Shen",mistral-large,0,0.000,0.000,0.000,0.593
gpt5_chen_shen,"Chen Shen",gemini-3.1-pro,1,0.000,0.000,0.000,0.454
gpt5_chen_shen,"Chen Shen",claude-opus-4.6-think,0,0.000,0.000,0.000,0.900
gpt5_chen_shen,"Chen Shen",deepseek-v4-flash-think,1,0.000,0.000,0.000,0.509
gpt5_chen_shen,"Chen Shen",glm-4-32b,0,0.000,0.000,0.000,0.607
gpt5_chen_shen,"Chen Shen",qwen3-235b-a22b-think,0,0.000,0.000,0.000,0.599
gpt5_daniel_wright,"Daniel Wright",gemma-3-12b,0,0.800,1.000,0.800,0.878
gpt5_chen_shen,"Chen Shen",qwen3-32b-think,1,0.000,0.000,0.000,0.509
gpt5_chen_shen,"Chen Shen",llama-4-maverick,0,0.000,0.000,0.000,0.904
gpt5_chen_shen,"Chen Shen",claude-sonnet-4.6-think,0,0.000,0.000,0.000,0.906
gpt5_daniel_wright,"Daniel Wright",gemma-3-4b,0,0.600,0.200,0.120,0.804
gpt5_chen_shen,"Chen Shen",mistral-medium-3.1,0,0.000,0.000,0.000,0.593
gpt5_chen_shen,"Chen Shen",ernie-4.5-300b-a47b,0,0.000,0.000,0.000,0.595
gpt5_chen_shen,"Chen Shen",minimax-m2.7-think,0,0.000,0.000,0.000,0.581
gpt5_chen_shen,"Chen Shen",qwen3-8b-think,0,0.000,0.000,0.000,0.601
gpt5_chen_shen,"Chen Shen",mistral-small-24b,1,0.000,0.000,0.000,0.454
gpt5_chen_shen,"Chen Shen",llama-3.2-1b,0,0.000,0.000,0.000,0.588
gpt5_chen_shen,"Chen Shen",gemini-2.5-pro-think,0,0.000,0.000,0.000,0.829
gpt5_chen_shen,"Chen Shen",kimi-k2.6-think,1,0.000,0.000,0.000,0.454
gpt5_chen_shen,"Chen Shen",llama-3.1-8b,0,0.400,1.000,0.400,0.834
gpt5_chen_shen,"Chen Shen",llama-3.3-70b,0,0.500,1.000,0.500,0.841
gpt5_chen_shen,"Chen Shen",phi-4,0,0.000,0.000,0.000,0.881
gpt5_chen_shen,"Chen Shen",ministral-3b,0,0.000,0.000,0.000,0.596
gpt5_daniel_wright,"Daniel Wright",glm-5.1-think,0,0.000,0.000,0.000,0.897
gpt5_chen_shen,"Chen Shen",gemma-3-12b,0,0.000,0.000,0.000,0.909
gpt5_tao_xin,"Tao Xin",gpt-5.4,1,0.000,0.000,0.000,0.514
gpt5_tao_xin,"Tao Xin",gpt-5.3,1,0.000,0.000,0.000,0.514
gpt5_tao_xin,"Tao Xin",gpt-5.5-think,1,0.000,0.000,0.000,0.514
gpt5_chen_shen,"Chen Shen",gpt-oss-20b-think,1,0.000,0.000,0.000,0.509
gpt5_tao_xin,"Tao Xin",grok-4.20-think,0,0.000,0.000,0.000,0.614
gpt5_tao_xin,"Tao Xin",grok-4,0,0.000,0.000,0.000,0.605
gpt5_tao_xin,"Tao Xin",gemini-3-flash-think,1,0.000,0.000,0.000,0.514
gpt5_tao_xin,"Tao Xin",kimi-k2,0,0.000,0.000,0.000,0.592
gpt5_tao_xin,"Tao Xin",deepseek-v4-pro-think,1,0.000,0.000,0.000,0.514
gpt5_chen_shen,"Chen Shen",gemma-4-31b,1,0.000,0.000,0.000,0.509
gpt5_tao_xin,"Tao Xin",claude-opus-4.6-think,0,0.000,0.000,0.000,0.912
gpt5_tao_xin,"Tao Xin",gemini-3.1-pro,1,0.000,0.000,0.000,0.459
gpt5_tao_xin,"Tao Xin",mistral-large,0,0.000,0.000,0.000,0.590
gpt5_chen_shen,"Chen Shen",gemini-3-flash-think,0,0.700,0.400,0.280,0.798
gpt5_tao_xin,"Tao Xin",llama-4-maverick,0,0.000,0.000,0.000,0.865
gpt5_tao_xin,"Tao Xin",claude-sonnet-4.6-think,0,0.000,0.000,0.000,0.909
gpt5_tao_xin,"Tao Xin",kimi-k2.6-think,1,0.000,0.000,0.000,0.514
gpt5_tao_xin,"Tao Xin",qwen3-235b-a22b-think,0,0.000,0.000,0.000,0.598
gpt5_tao_xin,"Tao Xin",glm-4-32b,0,0.000,0.000,0.000,0.602
gpt5_chen_shen,"Chen Shen",glm-5.1-think,0,0.000,0.000,0.000,0.892
gpt5_tao_xin,"Tao Xin",gemma-4-31b,1,0.000,0.000,0.000,0.514
gpt5_tao_xin,"Tao Xin",mistral-medium-3.1,0,0.000,0.000,0.000,0.590
gpt5_tao_xin,"Tao Xin",gemini-2.5-pro-think,0,0.000,0.000,0.000,0.879
gpt5_tao_xin,"Tao Xin",ernie-4.5-300b-a47b,0,0.000,0.000,0.000,0.592
gpt5_tao_xin,"Tao Xin",minimax-m2.7-think,0,0.000,0.000,0.000,0.580
gpt5_tao_xin,"Tao Xin",qwen3-8b-think,0,0.000,0.000,0.000,0.597
gpt5_tao_xin,"Tao Xin",qwen3-32b-think,0,0.000,0.000,0.000,0.917
gpt5_chen_shen,"Chen Shen",gemma-3-4b,0,0.500,0.400,0.200,0.813
gpt5_tao_xin,"Tao Xin",gpt-oss-20b-think,1,0.000,0.000,0.000,0.514
gpt5_tao_xin,"Tao Xin",llama-3.3-70b,0,0.500,1.000,0.500,0.857
gpt5_tao_xin,"Tao Xin",mistral-small-24b,1,0.000,0.000,0.000,0.459
gpt5_tao_xin,"Tao Xin",phi-4,0,0.000,0.000,0.000,0.927
gpt5_brittany_brenner,"Brittany Brenner",gpt-5.4,1,0.000,0.000,0.000,0.521
gpt5_joey_flynn,"Joey Flynn",qwen3.5-397b-a17b-think,0,0.000,0.000,0.000,0.881
gpt5_tao_xin,"Tao Xin",llama-3.1-8b,0,0.700,1.000,0.700,0.820
